,comment,compound,negative,neutral,positive,whether_pos_or_neg
1426,Boredom,-0.3182,1.0,0.0,0.0,neg
1427,"There are eight members, but none of them says ""Hey this is not it""? 5 years?",0.0,0.0,1.0,0.0,neu
1428,It's a very pure song that can't be a girl crush. Why did you want to make it a girl crush? ㅠㅠㅠ Swearing ㅠㅠ ㅠㅠㅠ ㅠㅠㅠ,0.0485,0.079,0.754,0.166,pos
1429,I'm sorry. Lovelyz isn't it crazy?,0.1867,0.177,0.545,0.278,pos
1430,"First time ..... are you sexy?
01:11-No ... It's not sexy. Please ..
01:55-ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ
02:39-I'm not seeing comment window",0.7039,0.066,0.706,0.228,pos
1431,I want to pull out the Americas .....,0.0772,0.0,0.822,0.178,pos
1432,"Oh my god, there's nothing like taking off your jacket and looking at your intro.",-0.0026,0.123,0.755,0.122,neg
1433,What concept? . !!! ???,0.0,0.0,1.0,0.0,neu
1434,Oh my ears hurts my eyes hurts,-0.7351,0.554,0.446,0.0,neg
1435,Gosh...,0.0,0.0,1.0,0.0,neu
1436,2:46 haha,0.4588,0.0,0.25,0.75,pos
1437,I want to keep the fan.,0.3818,0.0,0.455,0.545,pos
1438,"It's definitely a thin voice, so when you sing this song, you know why you got it innocent.",0.6249,0.0,0.746,0.254,pos
1439,How do you think the company itself is not working? Is it just a project that pushes me back and doesn't seem to see the existing annual team?,0.0,0.0,1.0,0.0,neu
1440,Let's just be lovely ...,0.5859,0.0,0.513,0.487,pos
1441,Didn't any of them disagree with this opinion? .. why,-0.3818,0.224,0.776,0.0,neg
1442,ㅋ ㅋㅋㅋ lip sync true story ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.4215,0.0,0.741,0.259,pos
1443,Have you ever wanted to wear a sexy outfit?,0.5267,0.0,0.673,0.327,pos
1444,Ah ........,0.0,0.0,1.0,0.0,neu
1445,But there are also some composers who wrote their songs and asked them to arrange them.,0.0,0.0,1.0,0.0,neu
1446,"It's not good, but the bread is pretty.",0.5569,0.142,0.5,0.358,pos
1447,I'm good at arranging arrangements and changing choreography to make me sexy or not to save pure innocence.,0.7409,0.103,0.548,0.349,pos
1448,"I know I tried, but I'll go with a fresh concept. Just one sexy concept.",0.8201,0.0,0.57,0.43,pos
1449,I can see that I want to do the chic concept.,0.34,0.0,0.673,0.327,pos
1450,"I'm asking you ...
I'm not a person who dislikes or hates real Lovelyz.
Uh, are you the one who wore the top right in the group shot in 4:19?",0.0408,0.088,0.789,0.123,pos
1451,"By this time, the company did not work too much ... Six Senses was a real sixth sense reversal.",0.0,0.0,1.0,0.0,neu
1452,It's a pity that the concept that they want and the song that the company gives isn't right ... They'd know that it wouldn't work with that song .. But I wanted to try another concept.,-0.2263,0.062,0.901,0.037,neg
1453,"No, it's different from the costumes. I'm fine if I wear my clothes. I'm really 10000 times better than Six Senses. Why did Six Senses go for me? Or are you looking at Sixsen?",0.4808,0.059,0.799,0.142,pos
1454,"If you really wanted to do black Achu, you should have arranged a choreography gesture. If you wear only black clothes, what do you do?",0.0,0.0,1.0,0.0,neu
1455,"1.Costume selection: failure
2. Arrangement: Failure
3.Concept: Failure
4. Too ordinary stage composition
5.Children's Beauty: Leeds
6.Singing power:
Conclusion: what are you doing?",-0.7269,0.303,0.581,0.116,neg
1456,"Mnet doesn't have to pay for the production cost, just turn on the air conditioner in the hall.",0.0762,0.0,0.929,0.071,pos
1457,2:15 Who are you?,0.0,0.0,1.0,0.0,neu
1458,"It was a good mood concept at that time, but I want to go back to it. I sing along and sing at the retreat.",0.5574,0.0,0.772,0.228,pos
1459,"Is it a lip sync? Anyway, I didn't fight because I wasn't the best group.",-0.2924,0.217,0.643,0.14,neg
1460,"No, but I think it's because Achu wrote a sergeant, and wrote a lyric like the lyrics. Oh my girl's secret garden and pretty and dreamy lyrics.",0.7876,0.053,0.697,0.25,pos
1461,"Oh, it could have been better to arrange the vocals more calmly .... The original song itself has a nice lyrics and a clear feeling, so it could have been better to make it more harmonious or go to a ballad feeling.",0.9606,0.0,0.573,0.427,pos
1462,"When I was proud of my long-term career at school, the guys who gave me dance breaks with the concept of a big sister started to sing right away. I don't have time to change clothes. If you only do one; Arrange arrangements or tune into a song;",0.4767,0.0,0.933,0.067,pos
1463,"Arrangement, costumes, choreography .. Isn't it too weird with the song?",0.1326,0.0,0.868,0.132,pos
1464,But Oh My Girl was the best in their strengths (I'm sorry if you're a bad Lovelyz fan),0.4767,0.194,0.526,0.279,pos
1465,I love Lovelyz but I still can't see the tea,0.3818,0.0,0.729,0.271,pos
1466,How are you doing?,0.0,0.0,1.0,0.0,neu
1467,I take a cold off in this weather so I have a cold.,0.0,0.0,1.0,0.0,neu
1468,"2:53 I can't stand either, Kay.",0.0,0.0,1.0,0.0,neu
1469,"The real song is pretty and cute
I don't know why costumes and danves are so sexy.
This doesn't fit at all",0.8575,0.071,0.573,0.356,pos
1470,Why do other singers react to me?,0.0,0.0,1.0,0.0,neu
1471,"No ... no sisters
I really liked the Achu song and the stage when I was in high school. How much did this song hit?",-0.079,0.16,0.727,0.113,neg
1472,"Concept too obscure .. I would rather Destiny .. I made Achu hybrid and I got destiny from Omgirl, a real hybrid.",0.0,0.0,1.0,0.0,neu
1473,"Are you sexy if you only wear black clothes?
What's different from Achu?
The other group has its own color
I arranged everything but these are cover levels",0.3736,0.0,0.91,0.09,pos
1474,I would have liked the bright concept as well as the uniform,0.7783,0.0,0.506,0.494,pos
1475,Mamamu reaction real story ??? ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Wow ~ ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Seolhyun expression = My expression ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.6531,0.0,0.829,0.171,pos
1476,2:13 seconds ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Mother looks really ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
1477,2:03 Hey hahahaha Why are you reacting to me? ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
1478,2:19 Half I.,0.0,0.0,1.0,0.0,neu
1479,2:14 Hyejung: Oh my ...!,0.0,0.0,1.0,0.0,neu
1480,04:12 Ending What are you looking at? I'm embarrassed. What's that sexy melody with that pretty melody?,0.6662,0.107,0.597,0.297,pos
1481,2:14 Facial expression ㅋㅋㅋ ㅋㅋㅋ I don't know how,0.0,0.0,1.0,0.0,neu
1482,3:15 You're fucking empty.,-0.2716,0.411,0.589,0.0,neg
1483,"2:14 = inner expression = great party;; Who is Achu from the sexy danves! Like this
+ My imagination is full of sneezing when I take off my jacket.
No, it's really Achu and why is the concept?
Pollen is pouring out ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.8439,0.044,0.748,0.208,pos
1484,The best comedy in Queendom.,0.7717,0.0,0.309,0.691,pos
1485,Ah .... I'm not so magical ..... I can't see you anymore. ㅠㅠ ㅠㅠㅠ,0.0,0.0,1.0,0.0,neu
1486,Who's the reason why no one's saying that sexy version Achu is not allowed ... ??? Have you ever fought with company officials? The ending is so sexy. Melody is goodbye.,0.644,0.115,0.688,0.198,pos
1487,No ㅋ ㅋㅋㅋ ㅋㅋㅋ I did a little song properly ㅠㅠ ㅠㅠㅠ Wearing clothes like that and the pitch is the same fresh! What's changed when you ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.4389,0.07,0.767,0.163,pos
1488,Lip sync in quality ...,0.0,0.0,1.0,0.0,neu
1489,I came to see Six Sense.,0.0,0.0,1.0,0.0,neu
1490,Lovelyz ㅠㅠㅠ Back to 2014-2015,0.0,0.0,1.0,0.0,neu
1491,2:14 my expression,0.0,0.0,1.0,0.0,neu
1492,"Aside from the arrangement, why are you dressed like that? I came running for another event.",0.3612,0.0,0.848,0.152,pos
1493,2:14 I'll have to capture it and send it out without saying anything.,0.0,0.0,1.0,0.0,neu
1494,It's not too bad .... Stage mistake is a mistake and something is wrong,-0.6187,0.4,0.456,0.144,neg
1495,Ok!,0.3595,0.0,0.0,1.0,pos
1496,Arrangement ignoring lyrics,-0.4019,0.574,0.426,0.0,neg
1497,What did they want to show ...?,0.0772,0.0,0.822,0.178,pos
1498,"If you look at other people's reactions, you're trying to react.",0.0,0.0,1.0,0.0,neu
1499,"It's okay to go back to innocence on the wall❤ What's this combination? But in the second, the exponential look attractive.",0.7506,0.0,0.709,0.291,pos
1500,"I want to dress like that
If you have a different mood or take off your jacket, you should be able to invert the mood by playing high notes.",0.5574,0.0,0.811,0.189,pos
1501,I love sexy,0.8225,0.0,0.0,1.0,pos
1502,Um ... mutations,0.0,0.0,1.0,0.0,neu
1503,chaos...,0.0,0.0,1.0,0.0,neu
1504,"What kind of terrible hybrid is this ㅋㅋ ㅋㅋㅋ The concept of costumes, songs, facial expressions, choreography, and stage productions doesn't fit properly ㅋ ㅋㅋㅋ",-0.6708,0.2,0.8,0.0,neg
1505,It's hard to see until the end ... ;;,-0.1027,0.149,0.851,0.0,neg
1506,Kay wants to look sexy ?? Why do you keep smiling and bewitching not like the concept?,0.7032,0.092,0.607,0.301,pos
1507,"Before that, I was lovingly hungry and pretended to be the last sudden ending pose.",0.6369,0.0,0.756,0.244,pos
1508,"The concept is not really good for calling. I like sexy concept.
I'm going to go to the stage.",0.5068,0.112,0.638,0.251,pos
1509,"If you sneeze out there, don't throw it off and wear it again .............",0.0,0.0,1.0,0.0,neu
1510,Let's stop sexy Lovelyz,0.296,0.289,0.263,0.447,pos
1511,It's embarrassing. It's difficult. Lovelyz is definitely a group with a concept.,-0.34,0.345,0.473,0.182,neg
1512,Stick to the Achu concept Why did you call this Achu? I wonder who designed this,0.0,0.0,1.0,0.0,neu
1513,Who knows what's changed except for the clothes?,0.0,0.0,1.0,0.0,neu
1514,* 2: 14 * * This * * what * *** expression *,0.0,0.0,1.0,0.0,neu
1515,There's a strange empathy,-0.2023,0.474,0.526,0.0,neg
1516,I feel like I wasn't choreographed when I wasn't.,0.3612,0.0,0.667,0.333,pos
1517,Funny comments ~~~~,0.4404,0.0,0.408,0.592,pos
1518,"Only the color of the clothes, even though it was bright,",0.4404,0.0,0.775,0.225,pos
1519,I'd rather have Destiny in the first contest and a secret garden in the second.,0.0,0.0,1.0,0.0,neu
1520,It's ridiculous that it's been five years since your debut.,-0.3612,0.217,0.783,0.0,neg
1521,"If your company arranges this and decides on a clothing concept
It's not really real and they wanted it
I don't have a thought. I don't understand.",0.0,0.0,1.0,0.0,neu
1522,"If you look at the real expressions of your fellow singers, the reaction is already",0.0,0.0,1.0,0.0,neu
1523,It's just ringing Nowadays I only care about the rocket punch,0.4939,0.0,0.738,0.262,pos
1524,Just turn off the sound and see ...,0.0,0.0,1.0,0.0,neu
1525,1:15 make you laugh,0.5574,0.0,0.455,0.545,pos
1526,Is your company lost their feelings?,-0.3182,0.315,0.685,0.0,neg
1527,Lovelyz Please don't try to change the image here,0.3182,0.0,0.777,0.223,pos
1528,Mismatch,0.0,0.0,1.0,0.0,neu
1529,"I think that.
There's a humorous video that puts a funny song on an exo song about the importance of music.
It's funny because it's a cute song",0.9169,0.0,0.578,0.422,pos
1530,Just sell their coffins,0.0,0.0,1.0,0.0,neu
1531,It's chaos. Black sexy costume. Powerful danv. Flower fluttering. Lovely song and expression .. Should I be sexy or adorable?,0.9169,0.111,0.39,0.498,pos
1532,I really don't know why the group's name is Lovelyz No I don't know why it's flower powder in the lyrics Let's change the concept unconditionally Sexy Let's put a chain around the neck Isn't it the academic orthodoxy that he's been trying to get Lovelyz down?,0.296,0.046,0.882,0.071,pos
1533,"...? The concept wasn't so good Why are you so sexy? If you're going to sing this, shouldn't you have had a different concept or a lot of arrangements?",0.4363,0.092,0.759,0.149,pos
1534,Good song .. Why did you do that? The kids seem to be pure innocence ... the other teams are trying to react. ‍♀️,0.6705,0.0,0.8,0.2,pos
1535,"I don't know if it's out of sync, but I think I'm too lip synced. Especially at first.",0.0,0.0,1.0,0.0,neu
1536,2:14 my expression,0.0,0.0,1.0,0.0,neu
1537,I'd rather have done it better like Oh My Girl ... I'm sorry to hear that song I personally liked.,0.7845,0.053,0.612,0.335,pos
1538,"If you want to do girl crush, it's Destiny.",-0.0772,0.162,0.707,0.131,neg
1539,"What a terrible hybrid ... Costumes, songs and lyrics don't match at all.
I don't know if I didn't see this program, but are you contesting yourself?
The concept is really confusing",-0.5913,0.152,0.848,0.0,neg
1540,"Now it's just a pity .. I've never seen or listened to idols, but as a person who loved Ohmy because of Queendom, I'm just sorry .... If you do better, you'll have a lot of inflow fans.",0.8462,0.071,0.717,0.213,pos
1541,I just wished I could dress in pretty clothes and arrange it more beautifully.,0.8016,0.0,0.582,0.418,pos
1542,"I think the intro was fine ... If you're going to be sexy, I'd rather arrange for complete forging.",0.6369,0.0,0.755,0.245,pos
1543,Jin's mouth looks just unnatural.,0.0,0.0,1.0,0.0,neu
1544,"I've seen the Six Senses cover, and I've also seen it. If you want to have such a concept, Lovelyz is a derivative group like Girls' Generation Taticer or C-Star's C-Star19? I think it's better to make a couple of kids like Jean Mi-joo Baby Soul.",0.802,0.0,0.805,0.195,pos
1545,Why are you naked? Was it hot,0.0,0.0,1.0,0.0,neu
1546,Ah haha ​​lol Why don't you sing?,0.4588,0.0,0.667,0.333,pos
1547,I'm always good at live and why are you lip-syncing ...,0.4404,0.0,0.775,0.225,pos
1548,"Why do you want to be so sexy? If you were to do sexy, you would have to arrange more songs or sing a different song.",0.8759,0.0,0.687,0.313,pos
1549,"When I was in high school, dance girls were wearing tight clothes, and I felt like when I finally played a girl group song,",0.5994,0.0,0.786,0.214,pos
1550,You guys are so upset. Chicken is coming late ??,-0.5756,0.293,0.707,0.0,neg
1551,What would you have been like if you were in a uniform and collaborate with a band? I think it's better than hybrids,0.6597,0.0,0.769,0.231,pos
1552,"Cheer up, Lovelyz.",0.5106,0.0,0.377,0.623,pos
1553,Something like Miss A. Hershey ...,0.2263,0.198,0.494,0.309,pos
1554,2:47 Seolhyun's face is so ... why are you taking off your jacket? It looks like this ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.3612,0.0,0.884,0.116,pos
1555,"ㅠㅠㅠ you wanted to go sexy a lot
Then the song should be arranged like that.
Only clothes are exposed
The expression is refreshing, the melody is refreshing, the lyrics are refreshing, but where should I focus on?",0.4215,0.03,0.866,0.104,pos
1556,It's a terrible hybrid. Who's the world?,-0.4767,0.383,0.617,0.0,neg
1557,2:28 No I'm sad to see this,-0.6486,0.515,0.485,0.0,neg
1558,I play with the costumes and the songs too ..,0.34,0.0,0.769,0.231,pos
1559,LOL LOL Laughing Slang and absurdity of concept LOL,0.93,0.0,0.266,0.734,pos
1560,ㅋ ㅋㅋㅋ ㅋㅋㅋ No what is this ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,-0.296,0.216,0.784,0.0,neg
1561,Black Achu!,0.0,0.0,1.0,0.0,neu
1562,"Melodies are bright in the world, but their clothes are dark in the world .... ㅋㅋㅋ ㅋㅋㅋ",0.2382,0.0,0.891,0.109,pos
1563,"-Everybody's sexy
-Really",0.5267,0.0,0.37,0.63,pos
1564,2:00 ..... uh ........,0.0,0.0,1.0,0.0,neu
1565,1:50 But what about my lips? How did your mouth tail look so pretty? Are you a filler? What a wonderful yet wonderful ... 쩝,0.9194,0.0,0.612,0.388,pos
1566,"Kei, I really like the song.",0.4201,0.0,0.589,0.411,pos
1567,2:14 My expression looking late at this ...,0.0,0.0,1.0,0.0,neu
1568,The song is awful and the costume is hush ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋ ㅋㅋㅋ,-0.4588,0.214,0.786,0.0,neg
1569,ㅋㅋ ㅋㅋㅋ I'm going crazy,-0.34,0.375,0.625,0.0,neg
1570,Put on that suit and look like a gun.,0.0258,0.22,0.55,0.229,pos
1571,"If I had to change the concept or make the arrangement harder, it would have been a legend.",0.0,0.0,1.0,0.0,neu
1572,"I told you this, but ... the worst",-0.7684,0.485,0.515,0.0,neg
1573,This is what the concept is ...,0.0,0.0,1.0,0.0,neu
1574,How do you think you're less capable of interpreting songs than the trainees who covered their songs in PewDou48?,0.3197,0.0,0.886,0.114,pos
1575,There's a reason why you can't do it in the middle ........,0.0,0.0,1.0,0.0,neu
1576,2:14 Yuna's expression,0.0,0.0,1.0,0.0,neu
1577,I came here again after the second round. Just say cheer up .. ㅠㅠ NO sexy provocations on stage and costumes ..,0.5813,0.106,0.651,0.242,pos
1578,"Ome what's going on?
Achu ♡ but the clothes are sexy.",0.6808,0.0,0.662,0.338,pos
1579,"If you put a league on an idol group
k-league second class?",0.0,0.0,1.0,0.0,neu
1580,"But Jean? Does he have too much moisture on his lips, so his upper lip is curled up in his gums? I keep seeing only his mouth",0.0,0.0,1.0,0.0,neu
1581,I like costumes and danves but they don't go so well with songs.,0.6555,0.0,0.651,0.349,pos
1582,"What are you doing? ... Why are you choreographing?
Wow, it's all cute, so please don't concept
There is a reason why the company insists on the existing concept.",0.8793,0.0,0.711,0.289,pos
1583,Why put sexy in Achu ...;,0.5267,0.0,0.595,0.405,pos
1584,???????? I was surprised because it didn't go too much with the outfit and the song atmosphere.,0.4329,0.0,0.84,0.16,pos
1585,Laughing and revenge ...?,-0.0516,0.395,0.233,0.372,neg
1586,"No, I already want to go to sexy concept alone, spring, something is going to happen.",0.128,0.211,0.553,0.236,pos
1587,"Honestly, the stage is too squeezed .....",0.4588,0.0,0.667,0.333,pos
1588,"Lovelyz
I don't know sexy
Gesture now
Every single song or action
It doesn't look so good",0.2418,0.135,0.682,0.182,pos
1589,What's the arrangement?,0.0,0.0,1.0,0.0,neu
1590,Right behind it was aoa.,0.0,0.0,1.0,0.0,neu
1591,"If it's going to happen, I'll just dress it as original ...",0.3182,0.0,0.827,0.173,pos
1592,"Sixth look, but Achu came to see you do it well because they're singing. If you touch only the intro and change the costume and performance 180 degrees, what do you think?",0.3919,0.0,0.921,0.079,pos
1593,What did you express?,0.0,0.0,1.0,0.0,neu
1594,Edit Why are you doing this ...?,0.0,0.0,1.0,0.0,neu
1595,"No song, expression, gesture, voice, tone, shit. I'm so foolish and innocent. I only do sexy costumes and dances. What are you doing?",-0.2799,0.262,0.544,0.194,neg
1596,I think you're expecting a Girl's Day costume.,0.0,0.0,1.0,0.0,neu
1597,Audience Hong Sung-joon Kim Si-hoon,0.0,0.0,1.0,0.0,neu
1598,"If you're going to do this, why are the kids here? It's hard to pay like this",0.1779,0.145,0.725,0.13,neg
1599,"No one's agency here why .. B1A4 like coping when I couldn't coordinate ;; No, the song is pure and innocent",0.128,0.174,0.632,0.194,pos
1600,"No Shiva, this is not real",-0.296,0.306,0.694,0.0,neg
1601,Why is the boat,0.0,0.0,1.0,0.0,neu
1602,I'm really curious but don't want to re-sign a lovelyz agency? How can you ...,0.1188,0.088,0.793,0.119,pos
1603,Ah.Why am I ashamed ;;,-0.4767,0.508,0.492,0.0,neg
1604,"If you wanted to do the sexy concept, you might want to do melodies or choreography differently, but this is not this, but it's not like that.",-0.0811,0.089,0.8,0.112,pos
1605,"It's too original to be arranged. Even mismatch of lyrics and costumes ;;; The lyrics are cute and pure pure, but the look is pretending to be a sexy girl. Sincere total difficulties.
2:13 Una expression My expression ""What is that hybrid?",0.8625,0.055,0.684,0.262,pos
1606,Stop ... This is not ...,-0.296,0.306,0.694,0.0,neg
1607,I'd rather arrange a song ... or just sing.,0.0,0.0,1.0,0.0,neu
1608,Terrible hybrids are the words used for this.,-0.4767,0.307,0.693,0.0,neg
1609,"Ah, the costume is scary and sexy but the song is Achu ㅋ ㅋㅋㅋ ㅋㅋㅋ
It's my personal idea but I don't have much arrangements yet.
Lovelyz is good for them.
I think I did it, but what kind of hybrid is it?
The second contest was also B'Agirl Six Sense.
Is it Kay? Why did you give her the pop part? ㅋㅋ ㅋㅋㅋ Pa-hap.
Like they didn't watch B-girl before the second contest",0.829,0.027,0.847,0.126,pos
1610,"Nachu It's a bit dreamy, so it's a dreamy concept.
I threw away an image in my group, but the song feels the same.",0.0,0.0,1.0,0.0,neu
1611,"The costume is like Nine Muses or tiara cry cry, but the song lyrics ... I'd rather have someone else edit this costume and dance.",-0.3291,0.147,0.79,0.063,neg
1612,"I didn't arrange it, and the clothes didn't fit so well.",0.1609,0.164,0.623,0.213,pos
1613,This song is so cute that it can't be arranged .. I've just changed my dance and costumes ... but I personally like my favorite idol song.,0.8652,0.0,0.704,0.296,pos
1614,Oh ... what's that? I think it's better to keep the concept like oh my girl and wear bright or skyy clothes.,0.8074,0.0,0.684,0.316,pos
1615,"Really ... Playful ... Achu is a pure and clean image, but Cody's anti ... Concept's Junke Jung-gu heating? Haha ... Lovely's first contest",0.611,0.099,0.636,0.266,pos
1616,Who did you plan for this ????? ㅠㅠㅠ,0.0,0.0,1.0,0.0,neu
1617,"I'm not a fan of Lovelyz fans, but I like the concept too.",0.4155,0.108,0.655,0.237,pos
1618,"Should I have arranged for Girl Crush?
I feel like I've lost everything
As a person who loves Lovelyz songs, love songs have a dim and dreamy atmosphere, so I loved it.",0.9259,0.097,0.521,0.382,pos
1619,There's nothing special and the biggest problem is that Achu and sexy don't go together ... Who planned?,-0.1426,0.212,0.642,0.146,neg
1620,Let's be lovely,0.5859,0.0,0.345,0.655,pos
1621,It's not annoying to arrange,0.3089,0.0,0.639,0.361,pos
1622,I just sing the song without the arrangement.,0.0,0.0,1.0,0.0,neu
1623,I think these sexy people really wanted to,0.5267,0.0,0.638,0.362,pos
1624,How excited would it be if you read this letter under the cherry blossoms in the 70's school uniform and hide it behind the tree? First love recall,0.7096,0.051,0.751,0.198,pos
1625,No. What do you do when you arrange?,-0.296,0.239,0.761,0.0,neg
1626,"The song was sporty but the concept was sexy.
I would rather wish to arrange the arrangements again ... or arrange them dark or go to the rock version ...
Or listen to the ballad version Achu called by Jung Seung-hwan. Even though it's about one measure, it can sound like a completely different song, so it's not like sneezing but it's a crustal angulation ... It's your own song.
Now this is a strange stage because of the lack of audio and video.",0.8885,0.055,0.789,0.156,pos
1627,I feel like I can't do this when I'm going to do this or not.,0.3612,0.0,0.828,0.172,pos
1628,2:14 Oh what is that ????????,0.0,0.0,1.0,0.0,neu
1629,Oh .. I didn't think it was 6th. I don't know how to arrange the stage.,0.0,0.0,1.0,0.0,neu
1630,ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Lovelyz Why did you do this?,0.0,0.0,1.0,0.0,neu
1631,Wow I sweared at the agency but this is not 100% of the agency ㅠㅠ,0.34,0.0,0.844,0.156,pos
1632,"My singing voice and facial expressions are still cute, but my dancing and costumes are so sexy.",0.8422,0.0,0.651,0.349,pos
1633,2:13 What?,0.0,0.0,1.0,0.0,neu
1634,"Lovelyz doesn't hang out with girl crush, but the kids are so thin--but they don't",-0.0772,0.085,0.915,0.0,neg
1635,Ah ... what should I do?,0.0,0.0,1.0,0.0,neu
1636,"I don't know if the arrangement is that way, but I'm holding a pure song and doing sexy dance.",0.6808,0.0,0.777,0.223,pos
1637,4:18 What's the harmony between endings and piano melody in sexy melodies? ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.7269,0.0,0.724,0.276,pos
1638,The concept is sexy. Cutie. What is it? I can't tell you anything.,0.7096,0.0,0.629,0.371,pos
1639,Ah.,0.0,0.0,1.0,0.0,neu
1640,2:14 Our expression,0.0,0.0,1.0,0.0,neu
1641,AOA facial expression.,0.0,0.0,1.0,0.0,neu
1642,"In the beginning, the idea that someone would put sexy into a cute and lovely song came from someone's head. ;;;",0.8807,0.0,0.625,0.375,pos
1643,I should have sung it at their concerts.,0.0,0.0,1.0,0.0,neu
1644,The clothes style goes well together but the song doesn't work,0.1406,0.0,0.866,0.134,pos
1645,2:04 2:13 2:20 I'm constantly coming in to see other singers' reactions,0.0,0.0,1.0,0.0,neu
1646,ㅋㅋ ㅋㅋㅋ ㄱㅋㅋ More than sixth sense 환 ㅋㅋㅋ ㅋㅋㅋㄱ Why is it so real?,0.0,0.0,1.0,0.0,neu
1647,02:03 But isn't it normal break dance? LOL Dance Break! I feel like I'm dancing,0.745,0.0,0.655,0.345,pos
1648,Achu is the magic of masterpieces,0.5423,0.0,0.588,0.412,pos
1649,So hard ..,-0.1761,0.458,0.542,0.0,neg
1650,"Please don't do this ... ??????
You're all abusive",-0.594,0.357,0.484,0.159,neg
1651,Um ... I'd rather just do the original song .. Why did you just turn your hair .. Um ... That costume ... Um .... No. This is TT. I'd rather reinterpret Destiny.,0.0258,0.062,0.873,0.065,pos
1652,Resistance test level,0.0,0.0,1.0,0.0,neu
1653,The focus is so focused on the change that the original charm is diminished,0.8109,0.0,0.568,0.432,pos
1654,I don't want to wear clothes and songs.,-0.0572,0.169,0.831,0.0,neg
1655,I would rather be Destiny in that costume. Why did you do Achu?,0.0,0.0,1.0,0.0,neu
1656,Lovelyz wants to do sexy concept haha,0.7506,0.0,0.439,0.561,pos
1657,"Wow, I'm watching the Sixth Senses Lovelyz first performance ..... what did you see this for the first time?",0.5859,0.0,0.826,0.174,pos
1658,Did you decide to slap Lovelyz and push it with a rocket punch?,0.1531,0.0,0.873,0.127,pos
1659,"The song was not suitable for a song or a song that seemed to go wrong, but it was anti-war and I thought I made it well in my company's line.",0.1531,0.069,0.842,0.089,pos
1660,I'd rather wear a dress and blow the pollen to make me feel spring.,0.0,0.0,1.0,0.0,neu
1661,My facial expression when I came in to see Achu 2:13,0.0,0.0,1.0,0.0,neu
1662,I'd rather wear a pastel suit and be more powerful.,0.4754,0.0,0.721,0.279,pos
1663,I'd rather have half the ballad version,0.0,0.0,1.0,0.0,neu
1664,"Wow, I went to see the first round after watching the second contest.",0.5859,0.0,0.743,0.257,pos
1665,What is the body chain ... Please.,0.3182,0.0,0.723,0.277,pos
1666,I wonder where the bibliographic part is going ;;,0.0,0.0,1.0,0.0,neu
1667,"Hey guys .... If they don't have the ability, even their agency should be capable.",0.1625,0.112,0.74,0.148,pos
1668,I can hear Yoon Sang-hyun's crying.,-0.4767,0.437,0.563,0.0,neg
1669,"what? The concept is cha-doh, but the song is refreshing.",0.0,0.0,1.0,0.0,neu
1670,Yoo Ji-ae really debuted,0.0,0.0,1.0,0.0,neu
1671,It would be much better for me to wear such a dress that would be worn by a clever dress or a rich girl who gave me a gold point.,0.8074,0.065,0.653,0.282,pos
1672,My expression 2:13,0.0,0.0,1.0,0.0,neu
1673,"The clothes are a sexy concept, but the song is just an innocent song.",0.6486,0.0,0.675,0.325,pos
1674,I just wear clothes. Sexy concept song is original lip sync,0.6908,0.0,0.584,0.416,pos
1675,"No, I can't cook yet, but a person who practiced clothes like that ?? I'll just tell you to eat as you are",0.4606,0.066,0.785,0.149,pos
1676,"Achu ~ I see you sneezing!
I'm so sick.
Achu ~ I can see the shit out of you!
I have so many things to tell you when I see you!
Achu! Choo Choo Choo Choo Choo Choo Choo Choo Choo
The right concept to change the moment with EDM
This is creative!
It doesn't go very well with the black concept that I sang",0.4207,0.092,0.79,0.118,pos
1677,"Honestly, I can't understand why you were dressed like that.
It's Achu, it's all black. The song also cooks, and the secretion is hidden. Yeah I really don't know your mind",0.7717,0.0,0.772,0.228,pos
1678,"Isn't Baby Soul the leader? Not very noticeable on the team. I'm good at singing, but I don't see anything in my team meetings or anything like that.",0.6369,0.0,0.828,0.172,pos
1679,"If you change the concept here, you know, ""I've changed your concept. It's pretty.",0.4939,0.0,0.802,0.198,pos
