,comment,compound,negative,neutral,positive,whether_pos_or_neg
628,Yeah it's live lol,0.6124,0.0,0.286,0.714,pos
629,"3:28 Every time I see this part, it's creepy.",0.0,0.0,1.0,0.0,neu
630,"Mamamu uniform, are you crazy? I know you were born wearing a very tight Mamamu voice.",-0.34,0.156,0.844,0.0,neg
631,The concept is good ㅠ TT My sisters dance nicely wearing comfortable pants !!!!!!,0.8825,0.0,0.493,0.507,pos
632,"Star, I'm dying ... Star ... ㅠ ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ",0.0,0.0,1.0,0.0,neu
633,And it's really cool,0.3804,0.0,0.536,0.464,pos
634,A real creepy song; The harmony between the members and the real mom was crazy ㅠㅠ ㅠㅠㅠ,0.0772,0.126,0.733,0.141,pos
635,And live ♡ wow,0.5859,0.0,0.345,0.655,pos
636,I'll see you when you see Twice in Queendom.,0.0,0.0,1.0,0.0,neu
637,Mamamu really ... Yes. Really good,0.7328,0.0,0.393,0.607,pos
638,My mom and sisters are the best and the best and the best for my life.❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.9274,0.0,0.508,0.492,pos
639,Real Mamamu is an idol class with a lot of skills.,0.0,0.0,1.0,0.0,neu
640,I like clothes. ㅠ It seems like comfortable.,0.8074,0.0,0.265,0.735,pos
641,2:07 Who is this? WHO IS THIS GIRL?,0.0,0.0,1.0,0.0,neu
642,"I don't really like the song, the stage control, the ad lib, the facial expression, the gesture, I'm crazy, you just eat the first place ㅠ ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ",-0.5757,0.154,0.846,0.0,neg
643,"Is M net going crazy? It's good to have Mamamu perform as nothing but you have a lot of talent waste in this program.
In the Produce X voting operation controversy over the confrontation between each other to make the fan letters fight each other",-0.4854,0.212,0.632,0.155,neg
644,I've been performing until the day before.,0.0,0.0,1.0,0.0,neu
645,"I'm not a fan, but I'm creepy",-0.1232,0.229,0.771,0.0,neg
646,aoa looks shabby,0.0,0.0,1.0,0.0,neu
647,Please don't hold the camera well so that the song flow doesn't stop ...,0.6472,0.0,0.636,0.364,pos
648,"Powerful and generous, it's fun and easy to see and hear.",0.9062,0.0,0.363,0.637,pos
649,They don't get stained with each other but they act in style.,0.0,0.0,1.0,0.0,neu
650,I saw the first white man dancer face memorize.,0.0,0.0,1.0,0.0,neu
651,I always feel that Mamamu always enjoys and enjoys the stage even if everyone is not a fan.,0.6846,0.091,0.603,0.306,pos
652,"Exciting, powerful, full of personality and lacking skills.",0.7184,0.0,0.5,0.5,pos
653,It's really cool when you wear wool suits,0.3804,0.0,0.73,0.27,pos
654,Ha really want to make something that can be seen separately in Korea foreign comments as well; Why are there the latest comments?,0.624,0.0,0.766,0.234,pos
655,"Sister my heart, please take me back and take the passbook",0.3182,0.0,0.813,0.187,pos
656,But Mnet why do you keep taking so many trainees and ordinary people? I'd like to see the stage because I watched other videos.,0.3612,0.0,0.898,0.102,pos
657,"Mamamu is cool ~
Did you see everyone ?! We are sisters❤",0.3802,0.0,0.794,0.206,pos
658,Does everyone know that's live? I just chew on the stage,0.0,0.0,1.0,0.0,neu
659,It's really cool so I'm stunned ...,0.2298,0.181,0.539,0.28,pos
660,My favorite people are very happy,0.7902,0.0,0.364,0.636,pos
661,"Seunghee in the middle, what are you doing?",0.0,0.0,1.0,0.0,neu
662,These four shouldn't really be torn ❤,0.2373,0.0,0.72,0.28,pos
663,"Oh, I'm going to die really. It's nice and full",-0.2075,0.26,0.534,0.206,neg
664,Oh look charismatic ㅠ 3 ㅠ ❤❤❤I love you mom❤❤❤,0.6369,0.0,0.588,0.412,pos
665,Mamamu is number one. I'm really good but too cool.,0.6365,0.0,0.53,0.47,pos
666,Opening doors,0.0,0.0,1.0,0.0,neu
667,This is a real mommu legend song,0.0,0.0,1.0,0.0,neu
668,"I guess I'm crazy about rap by door ㅠ ㅠㅠㅠ
The chords must be crazy ㅠㅠㅠ",-0.5859,0.286,0.714,0.0,neg
669,Fetish 3:44 Jackpot,0.0,0.0,1.0,0.0,neu
670,The rap part is really good with the stage,0.4927,0.0,0.715,0.285,pos
671,"Please don't be virtuous. You should also have a clean comment window. It's only Mamamu live. Other kids are too much compared to Mamamu.
Mama, Park Bom, Oh My Girl, Girls, Aoa or Lovelyz, you did well, but please don't fight.",0.7838,0.04,0.729,0.231,pos
672,"If the clothes were red, they would have been more noticeable",0.0,0.0,1.0,0.0,neu
673,"I didn't think I wanted to go to an idol concert, but I thought I wanted to go to a Mamamu concert",0.0,0.0,1.0,0.0,neu
674,You can sing without a popo,0.0,0.0,1.0,0.0,neu
675,"I almost forgot to watch the video and watch the concert video. If you didn't respond, you'd be mistaken ... It's really relaxing. I'm so proud of you. If you're done after the Queendom, you'll be able to rest at least one month ... And today I'm really looking forward to the cover.",0.6582,0.043,0.839,0.118,pos
676,It's such a great performance.,0.6249,0.0,0.423,0.577,pos
677,Mamamu is the best,0.6369,0.0,0.417,0.583,pos
678,Tone Myristic because I am so good ♡,0.5777,0.0,0.572,0.428,pos
679,Mamamu down stage,0.0,0.0,1.0,0.0,neu
680,Neat vocals,0.4588,0.0,0.25,0.75,pos
681,Ah how do you beat that? Lol ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.4215,0.0,0.811,0.189,pos
682,Costume,0.0,0.0,1.0,0.0,neu
683,"It's just really crazy these sisters ㅠㅠ ㅠㅠㅠ Too cool, really I'm crazy ㅠㅠ 8 ㅁ 8❤❤❤❤❤❤❤❤❤❤❤❤",-0.4742,0.274,0.61,0.117,neg
684,"Don't hurt my mom, but dry tofu fighting mom!",-0.3927,0.285,0.563,0.152,neg
685,Mamamu is overworked,0.0,0.0,1.0,0.0,neu
686,It's really cool .......... I only like female singers.,0.624,0.0,0.541,0.459,pos
687,The singer should be good at her job ..,0.4404,0.0,0.734,0.266,pos
688,"Mamamu is really perfect
I feel so good that it feels like my sister",0.8653,0.0,0.508,0.492,pos
689,I'm so proud of being a fan of Mamamu.,0.6901,0.0,0.513,0.487,pos
690,"ㅆㅂ From the beginning, I swing my hook heart by door",0.0,0.0,1.0,0.0,neu
691,TT TT TT I'm looking at a concert so I'm looking for a concert.,0.0,0.0,1.0,0.0,neu
692,It is power of song We push some gorgeous dance with voice,0.6124,0.0,0.733,0.267,pos
693,It's a really big hit. I'm so good and above all 4 people.,0.5777,0.0,0.728,0.272,pos
694,"I don't think it's possible .. If you're like a pro and an amateur; It's not a confrontation, but other idols seem to be idols.",0.3029,0.0,0.861,0.139,pos
695,Mamamu is what,0.0,0.0,1.0,0.0,neu
696,"I sing songs unconditionally when I go to karaoke ... lol I have a really high treble, so when I get stressed, everything is released ㅠㅠ ㅠㅠㅠ Exciting and lazy song ..... ㅠㅠㅠ ㅠㅠㅠ",0.2111,0.143,0.691,0.166,pos
697,"Just as soon as the speaker enters the introduction, I'm going crazy.",-0.34,0.179,0.821,0.0,neg
698,Listen to the concert and cry.,-0.4767,0.383,0.617,0.0,neg
699,The song is so good ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.5777,0.0,0.652,0.348,pos
700,"I mean, my sister took my heart .......... Wow, ...",0.5859,0.0,0.678,0.322,pos
701,Costume Interlude,0.0,0.0,1.0,0.0,neu
702,Queendom I love you very much,0.6369,0.0,0.488,0.512,pos
703,Mamamu should be on an enduring song.,0.0,0.0,1.0,0.0,neu
704,Mamamu is a great group.,0.6249,0.0,0.423,0.577,pos
705,"No words needed ...
I love you so much Mamamu",0.4588,0.164,0.522,0.313,pos
706,"Oh ... Mom ...
Really cool.",0.3804,0.0,0.659,0.341,pos
707,4:13 Love,0.6369,0.0,0.192,0.808,pos
708,Mamamu ..,0.0,0.0,1.0,0.0,neu
709,"It's so cool, I almost cry",-0.1224,0.354,0.346,0.299,neg
710,Mamamu has a different category. I want to know why. It doesn't matter how many,0.0583,0.08,0.822,0.097,pos
711,I'm coordinating black with black bands instead of uniform pink.,0.0,0.0,1.0,0.0,neu
712,What is it?,0.0,0.0,1.0,0.0,neu
713,0:39 Isn't Kang Si Hoon? PewDong,0.0,0.0,1.0,0.0,neu
714,Mamamu best !!!!!!!,0.7482,0.0,0.271,0.729,pos
715,Smacking,0.0,0.0,1.0,0.0,neu
716,Here's all the trainees who came out.,0.0,0.0,1.0,0.0,neu
717,"I feel like I'm sitting down, I want to give my everything",0.4215,0.0,0.678,0.322,pos
718,What is it?,0.0,0.0,1.0,0.0,neu
719,After all,0.0,0.0,1.0,0.0,neu
720,Ah creepy sprouting,0.0,0.0,1.0,0.0,neu
721,39 Seconds Yellow Hair,0.0,0.0,1.0,0.0,neu
722,"No songs, no editing, no choreography, no introduction, no sisters live, no faces.
I don't really like clothes",-0.9105,0.608,0.392,0.0,neg
723,I'm so proud of being a fan of Mamamu.,0.6901,0.0,0.513,0.487,pos
724,Mamamu is a concert every moment,0.0,0.0,1.0,0.0,neu
725,"Honestly, there's a group there that rubs against Mamamu.",0.4588,0.0,0.7,0.3,pos
726,It's really a big deal. What's the confrontation of the hit song?,-0.3182,0.187,0.813,0.0,neg
727,My artist too my artist !! It was so cool all the time that I felt like I was tearing up ...,0.7249,0.0,0.748,0.252,pos
728,I finished all the performances and songs.,0.0,0.0,1.0,0.0,neu
729,"Wow, it's really creepy and cool .. I don't think it's really good at choreographing, but I'm really good at singing.",0.8614,0.0,0.602,0.398,pos
730,What is this program? What idols and Mamamu are doing like this?,0.4329,0.0,0.794,0.206,pos
731,"I thought you were a man, Mamamu.",0.0,0.0,1.0,0.0,neu
732,Next? Red velvet and blackpink jaeballl ㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
733,"애드 Adliv? It's good to hear choruses, etc. ㅠ ㅠㅠㅠ ㅠㅠㅠ",0.4404,0.0,0.756,0.244,pos
734,"1:30 I'm not a fan, but are you really charismatic and cool?",0.4338,0.107,0.651,0.242,pos
735,It's the only stage that broke with singing power!,-0.4753,0.279,0.721,0.0,neg
736,"In the meantime, when Jimin raps, Jimin's nose flutters.",0.0,0.0,1.0,0.0,neu
737,"Oh, my real sisters
In the middle of the tone, stable and slim.
I love you ㅠㅠ",0.7506,0.0,0.686,0.314,pos
738,Every stage has a microphone in his hand.,0.4939,0.0,0.652,0.348,pos
739,"I am twenty-nine years old, and all my peers like Mamamu.",0.3612,0.0,0.783,0.217,pos
740,Real dog,0.0,0.0,1.0,0.0,neu
741,"Wow, creepy throughout",0.5859,0.0,0.345,0.655,pos
742,Messi is in early football.,0.0,0.0,1.0,0.0,neu
743,I want to be led by Solar sister .......,0.0772,0.0,0.843,0.157,pos
744,I already see the winner ...,0.5859,0.0,0.513,0.487,pos
745,Mamamu is literally Mamamu,0.0,0.0,1.0,0.0,neu
746,After all,0.0,0.0,1.0,0.0,neu
747,ㅡ ㅡ ㅡ ㅡ got,0.0,0.0,1.0,0.0,neu
748,And live what ............,0.0,0.0,1.0,0.0,neu
749,"Every minute I see it, it's creepy and I'm proud that I really like it ... ★",0.7089,0.0,0.671,0.329,pos
750,Charisma is inevitable,0.0,0.0,1.0,0.0,neu
751,Mamamu Pretty,0.4939,0.0,0.238,0.762,pos
752,0.07,0.0,0.0,1.0,0.0,neu
753,Solar feels a bit jungeun nano,0.0,0.0,1.0,0.0,neu
754,I feel like my ears are full and I like the costume too much. This is my ability to fight.,0.5719,0.109,0.586,0.305,pos
755,"It's a true singer and artist who doesn't have a clear exposure and certifies with their skills.
Flower Moonstar Solar Wings",0.1571,0.099,0.773,0.127,pos
756,The introduction Kanji is awesome!,0.6588,0.0,0.477,0.523,pos
757,What do you need more words?,0.0,0.0,1.0,0.0,neu
758,"It's a bit uncomfortable to show off the idols while singing ..
Mamamu I love you ...",0.3818,0.131,0.657,0.212,pos
759,"My sisters are fans
Girl Crush On Military Uniform
It's cooler if you don't let it go.",-0.1531,0.091,0.909,0.0,neg
760,I feel creepy all the time.,0.0,0.0,1.0,0.0,neu
761,How much was this for Queendom ???,0.0,0.0,1.0,0.0,neu
762,"Wow, that's my singer but it's really cool",0.6994,0.0,0.509,0.491,pos
763,This is a true idol. I can't see Idols who dance and sing well and teamwork come together,0.5994,0.0,0.741,0.259,pos
764,The tone flies,0.0,0.0,1.0,0.0,neu
765,What's not Groovy Room ??,0.0,0.0,1.0,0.0,neu
766,squirrel the earth through the vocal microphone without AR1,0.0,0.0,1.0,0.0,neu
767,Everybody in uniform and pants too.,0.0,0.0,1.0,0.0,neu
768,"To be honest, I don't think any popular idol can catch up with Mamamu.",0.2425,0.14,0.661,0.198,pos
769,Book performance at first too ... loose,-0.3182,0.277,0.723,0.0,neg
770,But it's strange that I haven't received any of this,-0.2023,0.184,0.816,0.0,neg
771,"I'm not a fan of anyone, but honestly Mamamu dog",0.5452,0.119,0.561,0.32,pos
772,2:47 Whooped Mike Tak,0.0,0.0,1.0,0.0,neu
773,"Mamamu loved the piano man ㅠ ㅠㅠㅠ Real dog is cool, the best of the best, I'm thrilled Always new sisters have me I love you sisters",0.9709,0.0,0.467,0.533,pos
774,Rainy season: I'll leave it to you assuredly! ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.3382,0.187,0.597,0.216,pos
775,1:39 I'm pretty,0.4939,0.0,0.385,0.615,pos
776,Ah really cool ..... ㅠㅠ ㅠㅠㅠ,0.3804,0.0,0.659,0.341,pos
777,I have a distorted voice,-0.4019,0.574,0.426,0.0,neg
778,I'm so creepy ~,0.0,0.0,1.0,0.0,neu
779,You're so carey.,0.0,0.0,1.0,0.0,neu
780,There's nothing so different from what they used to be. How cool are they?,0.3182,0.0,0.85,0.15,pos
781,These days I'm naked and I'm really cool ♥,0.3804,0.0,0.73,0.27,pos
782,Please wear a lot of uniforms and pants ..,0.3182,0.0,0.753,0.247,pos
783,"Mnet, I have a question. So where are the three tickets?",0.0,0.0,1.0,0.0,neu
784,Vocal Restaurant> <,0.0,0.0,1.0,0.0,neu
785,"Korean hands up !!
Foreigner mana ...",0.0,0.0,1.0,0.0,neu
786,I'm a fan of MAMMU and I'm a fan of MAMMU.,0.5574,0.0,0.603,0.397,pos
787,Mamamu I'm creepy every time I see you,0.0,0.0,1.0,0.0,neu
788,Maybe another color was better than pink ...,0.4404,0.0,0.707,0.293,pos
789,"This is not a stage for Mamamura, so it's a pity. For other groups, it's almost a stage.
Of course, we take Mamamu as good
The first contest is busy, so I think I can hardly prepare for it, but the second is coming soon.",0.0544,0.042,0.912,0.047,pos
790,"Oh, I'm like a warrior woman.",0.3612,0.0,0.615,0.385,pos
791,"When I see you tapping, I only think of afterschool",0.0,0.0,1.0,0.0,neu
792,I can't here. There's never a sound.,0.0,0.0,1.0,0.0,neu
793,"Mamamu has to admit ㅠㅠ I tried to see Park Bom, but I open to my skills ㅋ ㅋㅋㅋ I want to see 2NE1 ㅠㅠ",0.2144,0.0,0.87,0.13,pos
794,I don't know how many times I'm going ...,0.0,0.0,1.0,0.0,neu
795,John I look great,0.6249,0.0,0.328,0.672,pos
796,Participation,0.0,0.0,1.0,0.0,neu
797,My sisters are going to tears ;;;;;; I can't breathe because it's cool,0.1027,0.134,0.704,0.162,pos
798,Charisma and skills are no one to follow Mamamu.,-0.296,0.216,0.784,0.0,neg
799,"Korean language ...
Mamamu is very cool in the meantime ♡",0.3804,0.0,0.776,0.224,pos
800,Mamamu is the topic.,0.0,0.0,1.0,0.0,neu
801,After all Mamamu singing performance performance is the best !!!!!!!,0.7482,0.0,0.626,0.374,pos
802,I wish my sisters won first place,0.7506,0.0,0.385,0.615,pos
803,"4:29 chord jackpot ,,, Mamamu stage I'm so excited",0.4795,0.0,0.72,0.28,pos
804,I only kiss you and I hear,0.4215,0.0,0.588,0.412,pos
805,Do you have any labor management? Who's white?,0.0,0.0,1.0,0.0,neu
806,It's not a face-to-face game but a performance to a facial expression. It's a real stage genius. How do you sing a song?,0.0,0.0,1.0,0.0,neu
807,It's just like the live rap part of the solar app.,0.3612,0.0,0.8,0.2,pos
808,"This stage was a real legend, so I'm still not forgotten.",0.1695,0.0,0.844,0.156,pos
809,"Listening to the solar, I imagined what it would have been like Mamamu called Six Senses ...",0.3612,0.0,0.857,0.143,pos
810,"Mamamu is really great
I had a two-day concert the day before the Queendom performance,
Wynn is sick and can't participate in the broadcast.
I prepared 20 minutes at the main stage rehearsal
Produce that finger gesture
Real futures of k-pop",0.4576,0.074,0.785,0.141,pos
811,"It's really buried .. Oh, only real sighs. Editing is like a dog, and it's amazing how you digest the song in your own style and make the song different. ㅋㅋ Underestimated because of that problem ...",0.3612,0.111,0.742,0.146,pos
812,"I didn't even know that Solar would call Unpretty Lab star Jimin Vuls. ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ
Just Mamamu Mamamu !!!",0.0,0.0,1.0,0.0,neu
813,"There's only one difference between the dancers and the red hood, which is overwhelming.",0.0,0.0,1.0,0.0,neu
814,"There was a lot of talk about the stage, but personally, I was like a book that combines several genres of short stories. I would have been busy admiring it.",0.7684,0.0,0.783,0.217,pos
815,I can't think of the original song because I heard this.,0.3182,0.0,0.777,0.223,pos
816,"That's right, I don't know what you're going to like, so I've prepared everything ~~~~ !!!!",0.7047,0.0,0.69,0.31,pos
817,It's always thrilling to put an ad lip on after putting Kim Yong-sun on.,0.4767,0.0,0.807,0.193,pos
818,4:59 Park Bom's expression is so ..... ㅠㅠ I missed my days when I was flying on stage.,-0.3535,0.141,0.859,0.0,neg
819,I'm good at it hahahaha,0.4404,0.0,0.58,0.42,pos
820,"I knew Moonmoon was good at rap, but I really like rap.",0.6848,0.0,0.587,0.413,pos
821,It's like the Korean version of Little Mix I know why there are so many fans,0.3612,0.0,0.848,0.152,pos
822,I saw this and was hit by Moonyeol ha ha I really love you,0.8516,0.0,0.492,0.508,pos
823,Tone has a real charm. Gesture and Etude on the stage,0.4019,0.0,0.769,0.231,pos
824,"If this was a sound source that only listened to without ears, it would not have been good because it was not unity. It's a stage. It's really creepy.",-0.3412,0.085,0.915,0.0,neg
825,"The other kids put on the cover
Mamamu had a concert.",0.0,0.0,1.0,0.0,neu
826,"I thought that the best chew on the stage was cl, but even the swearers are swearing at me.",0.0258,0.118,0.758,0.123,pos
827,"Solar Moon Hwa Hwa, I did not say any one very well TT TT TT",0.3384,0.0,0.845,0.155,pos
828,"There are some people who are too loud and cluttered on stage, but this is not cluttered.
I don't just play on stage like this",0.1769,0.092,0.791,0.117,pos
829,"In another video, I wrote that four solo singers seem to be concert concert like bang bang. But the audience response with this video is like a grammy stage.",0.6124,0.0,0.833,0.167,pos
830,I don't see the original song ㄹㅇ 1 degree. Stage where you can find out why,-0.2411,0.131,0.869,0.0,neg
831,"When I think of solar rap, I think of Unpretty Rapstar parody ㅋ ㅋㅋㅋ ㅋㅋㅋ
Does anyone remember?",0.0,0.0,1.0,0.0,neu
832,It feels like seeing a musical. Each individual member has different personalities and characteristics.,0.3612,0.0,0.828,0.172,pos
833,"Oh, this is Mamamu yellow ...",0.0,0.0,1.0,0.0,neu
834,This was a good member too but the camera walking was really awesome ... especially the ending.,0.8418,0.0,0.635,0.365,pos
835,1:52 I'm so out of solar.,0.0,0.0,1.0,0.0,neu
836,The solar part wanders over,0.0,0.0,1.0,0.0,neu
837,I think I'm singing musicians with different personalities and asking them to sing a song. But I'm breathing and I love you.,0.6369,0.0,0.811,0.189,pos
838,The 19th annual awards ceremony was held here.,0.4588,0.0,0.7,0.3,pos
839,"4:38 I'm over here all together
Choa ㅠㅠ best looking at the other members of the song is also called .. ㅠㅠ ㅠㅠㅠ",0.6369,0.0,0.84,0.16,pos
840,I'm glad Solar wasn't hurt.,0.6981,0.0,0.342,0.658,pos
841,"The more I see, the more I understand why it's so popular",0.5598,0.0,0.713,0.287,pos
842,What do you do when you concert?,0.0,0.0,1.0,0.0,neu
843,Woah too joa ...,0.0,0.0,1.0,0.0,neu
844,"It's cute to be shy.
2:10",0.25,0.222,0.444,0.333,pos
845,Mamamu can't really like it,-0.3241,0.368,0.632,0.0,neg
846,After all,0.0,0.0,1.0,0.0,neu
847,I've been watching Queendom! I'm falling for other people ~ Momamu gets worse!,-0.6467,0.346,0.654,0.0,neg
848,Wow ... I think this is a mom song. But it was aoa song ... Wow.,0.8225,0.0,0.612,0.388,pos
849,I don't think you should watch it for free ...,0.5106,0.0,0.708,0.292,pos
850,Really good,0.4927,0.0,0.238,0.762,pos
851,"After all, Solar ..",0.0,0.0,1.0,0.0,neu
852,"I did this well
It's funny because there's nothing to catch.
I don't know Mammu your sister did it all the best
I only have sisters and sisters",0.8481,0.0,0.705,0.295,pos
853,"Doesn't it seem to be a regular group from the girl group four-member group?
1998 ~ Finkle + Lee Hyo Lee
2005 ~ Beagirl + Cain
2010 ~ 2ne1 + CL
2016 ~ Mamamu + Fireworks
It's really amazing
I wonder what other four-member group will follow.",0.624,0.0,0.898,0.102,pos
854,It would have been good if you did it all with a bright concept!,0.7263,0.0,0.644,0.356,pos
855,"Lovelyz I was wearing a uniform when I came out for a while, so I thought there was a song that I was wearing in my song.",0.0,0.0,1.0,0.0,neu
856,3:18 With curtain Park! I'm getting kanji ....... My heart is so good!,0.6514,0.0,0.735,0.265,pos
857,Park Bom's reaction is the funniest ㅋㅋ ㅋㅋㅠㅠ ㅠㅠㅠ ㅠㅠㅠ ...,0.5574,0.0,0.735,0.265,pos
858,"Singing dog chic .. crazy, even the sense of putting the jim puss rap is like",0.296,0.12,0.65,0.23,pos
859,Is it a rap that Jimin did when she was an Unpretty Rapstar?,0.0,0.0,1.0,0.0,neu
860,It's so cool. Really ㅠㅠㅠ Let's not compare and just enjoy the cool ㅠ .. Do you feel bad compared to each other 뭣 ㅠ ㅠ ㅠ ㅠ ㅠㅠㅠ I love you very much,0.8437,0.092,0.578,0.33,pos
861,I'm really good but I don't know why the curved part is so good,0.7496,0.0,0.633,0.367,pos
862,The dancer dances well. The body is really light.,0.2732,0.0,0.792,0.208,pos
863,"뫄 ........
I really felt that this song was good
I didn't
Just give me this song ...
No way
It's just different from the original song
It's just Mamamu song ...",0.4588,0.066,0.778,0.156,pos
864,3:40 I am a pro I am a pro I am a pro I am a pro,0.0,0.0,1.0,0.0,neu
865,"Wow, it's so pretty.",0.807,0.0,0.215,0.785,pos
866,I'm so happy even if the same woman sees you. Solar sister and twisted sister and gorgeous sister,0.8399,0.0,0.667,0.333,pos
867,"Wow, it's like a pop song",0.743,0.0,0.323,0.677,pos
868,Seolhyun likes things like this,0.6486,0.0,0.361,0.639,pos
869,4:17 Why aren't you all talking about me? I think it's funny because it's so appropriate.,0.4404,0.0,0.828,0.172,pos
870,"Real sister, you're so crazy. Really, are you really good at singing? It's really chewy.
I'm fascinated.",0.5331,0.132,0.591,0.277,pos
871,"1:48 The brush that catches the door is very good .. Oh, the door is too cool ㅠㅠㅠ ㅠㅠㅠ
3:27 3:43 3:50 5:27 I love you ...",0.8655,0.0,0.704,0.296,pos
872,"Wow, how can I do a concert in my sister's Queendom? I don't think there are no idea fans who say this.",0.3818,0.096,0.739,0.165,pos
873,Just real mom was mom,0.0,0.0,1.0,0.0,neu
874,I like that cute and popping rap,0.6705,0.0,0.421,0.579,pos
875,"No where are you from in New York City, USA ??? I'm done with the hip hop sister no sister;",-0.6046,0.215,0.785,0.0,neg
876,Mamamu just didn't come out first.,0.0,0.0,1.0,0.0,neu
877,Hwasa collab with Woggie will drop on 10/11 friday 6PM KST,-0.2732,0.174,0.826,0.0,neg
878,Keep on heading. Ah the real stage artisans,0.0,0.0,1.0,0.0,neu
879,"Mamamu: I don't know what genre you guys like, so I'm ready",0.6461,0.0,0.63,0.37,pos
880,4:41 I'm so pretty,0.6269,0.0,0.422,0.578,pos
881,The door is really cool.,0.3804,0.0,0.607,0.393,pos
882,2:11 hahahaha,0.0,0.0,1.0,0.0,neu
883,The real mom is mom ...,0.0,0.0,1.0,0.0,neu
884,"Solar almost falls down, but he doesn't panic.",0.5504,0.0,0.663,0.337,pos
885,"Because of this Queendom, the camera looks back ㅠㅠ Really cool style Hip-hop tone Real TT",0.3804,0.0,0.853,0.147,pos
886,I think it's really rap because I wear it behind the door hat.,0.0,0.0,1.0,0.0,neu
887,Solar's sexy appearances start with heavy bass.,0.5267,0.0,0.638,0.362,pos
888,The whistle voice is so good ..,0.5777,0.0,0.616,0.384,pos
889,Wheein sister yiyi yi yi yi yi yi yi yi joo yi yi joo yi,0.0,0.0,1.0,0.0,neu
890,2:18 doggyhead head fucked,-0.6597,0.595,0.405,0.0,neg
891,4:07 It's cute that aoa members look at Jimin when she's Jimin rap.,0.4588,0.0,0.8,0.2,pos
892,"Each of the 4 people has a unique personality and they are sure they want to pursue it.
It's one stage, it's like watching five stages. I rip it really today.",0.6249,0.0,0.804,0.196,pos
893,"At the beginning of the solo stage, the ribbon is so big that it looks like a mouse",0.3612,0.0,0.865,0.135,pos
894,"I feel every time I see you, but the cheering rod is really unique",0.6652,0.0,0.712,0.288,pos
895,3:56 Seol Hyun's face was so good that she felt good,0.8168,0.0,0.546,0.454,pos
896,I see you appearing as a dancer by door ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ LOL,0.5473,0.0,0.757,0.243,pos
897,"Oh, I thought it was a mom concert.
I'm going crazy",-0.34,0.231,0.769,0.0,neg
898,The stage is so perfect. The stage is so powerful. It's singing. There's nothing left to do.,0.854,0.0,0.642,0.358,pos
899,4:28 My favorite moment,0.4588,0.0,0.5,0.5,pos
900,Spring is sad.,-0.4767,0.608,0.392,0.0,neg
901,3:55 Seolhyun expression ㅋㅋ ㅋㅋㅋ I'm really happy :-),0.763,0.0,0.516,0.484,pos
902,"3:57 Do you like me here? It's so good to sing rap
I love you sister",0.887,0.0,0.535,0.465,pos
903,2:09 Jiho's reaction is cute.,0.4588,0.0,0.571,0.429,pos
904,1:51 and 4:09 Jimin's reaction twice,0.0,0.0,1.0,0.0,neu
905,4:10 Jimin's face is so joke,0.4341,0.0,0.636,0.364,pos
906,2:10 Super cute,0.7845,0.0,0.127,0.873,pos
907,1:51 and 4:10 are the same,0.0,0.0,1.0,0.0,neu
908,Legendary video that no one has ever seen it,-0.296,0.216,0.784,0.0,neg
909,"Crazy people ㅠㅠㅠ Cover songs
I made a concert ㅠㅠ crazy ㅠㅠㅠ I love you ❤❤❤",0.1027,0.253,0.526,0.221,neg
910,Sola before coming out It's really nice to do this,0.4754,0.0,0.744,0.256,pos
911,It's really creepy because of my mom! I love you so much,0.6696,0.0,0.69,0.31,pos
912,4:40 Is it cool to hold it by moving it to the side of the camera?,0.3182,0.0,0.867,0.133,pos
913,This is the same as 1:51 and 4:10,0.0,0.0,1.0,0.0,neu
914,I feel every time I see you,0.0,0.0,1.0,0.0,neu
915,0:51 Real art ..,0.0,0.0,1.0,0.0,neu
916,"I keep seeing it because I really like it. When someone said that it was like a swan who came to comment on Sol Kim, I think about it.",0.6794,0.0,0.805,0.195,pos
917,Solar Kitchen! Unintentionally authenticated live by sound ㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
918,Each one is colorful and colorful It looks like a musical lol,0.6486,0.0,0.629,0.371,pos
919,Mamamu is like a concert,0.3612,0.0,0.545,0.455,pos
920,Real moms and sisters,0.0,0.0,1.0,0.0,neu
921,3:55 I feel so happy because Seolhyun looks happy and happy.,0.9453,0.0,0.33,0.67,pos
922,"The Queendom stage is great, but the editing is too cluttered. If you cut off the other participant and show it back to the stage, and it goes straight without editing, it would feel like a real musical.",0.6705,0.061,0.753,0.186,pos
923,The door to door is awesome! ㅋㅋㅋ ㅋㅋㅋ,0.6588,0.0,0.614,0.386,pos
