,comment,compound,negative,neutral,positive,whether_pos_or_neg
726,"If you have a leader like So-yeon Jeon in your team,",0.3612,0.0,0.783,0.217,pos
727,"The only thing that cubes are good at is picking artists ... Real artists are feeding cubes.
;) The girls are so cool",0.7777,0.0,0.72,0.28,pos
728,"Jeon So-yeon, a true genius .. The perfect stage that even showed his ability to produce. I hope all the participating teams don't get hurt.",0.9257,0.0,0.554,0.446,pos
729,Maybe the winner of this war could be the newest children ...,-0.0258,0.22,0.565,0.215,neg
730,Why isn't this version ??? ???,0.0,0.0,1.0,0.0,neu
731,"Soyeon's bleach short hair is so fast ... The first contest is for the first six kids ... ㅋ ㅋㅋㅋ
What's worse than Paab?",-0.4767,0.124,0.876,0.0,neg
732,"I think I'm so full of personality, charm ,,,,,,,,,,,,,,, now I'm sorry to find out, but this version is so crazy .....",-0.5384,0.211,0.715,0.073,neg
733,"No Jeon So-yeon ... It's a real thing.
No matter where you are in the world, you will be pioneering your own path and succeeding.
I know the characteristics of the members like that and organize it in the arrangement by myself and plan not to die .. The idol class ability .. Really.",0.7812,0.071,0.73,0.199,pos
734,Jeon So Yeon is clearly a genius,0.4522,0.0,0.628,0.372,pos
735,"Jeon So Yeon is really holding people
Feeling like a talented sorcerer
I guess ..... I've already thrown it away.",0.7624,0.0,0.665,0.335,pos
736,Minny first latata when I keep watching again and again creepy ....,0.0,0.0,1.0,0.0,neu
737,"Are you really a shaman?
That's how I feel when I follow other idols
3:43 3:53",0.0,0.0,1.0,0.0,neu
738,"Oh my girls in Queendom, AOA is really freaking out. I don't really know why children are sixth.",-0.4754,0.162,0.838,0.0,neg
739,"Even if you write a song, you hear the genius sound, but Jeon So-yeon ... Well ... the composition of the composition and the stage composition and the concept, the dance, the song, the rap are all good.",0.7579,0.0,0.843,0.157,pos
740,I'm a genius for children,0.0,0.0,1.0,0.0,neu
741,It's so cute to be latata,0.5095,0.0,0.603,0.397,pos
742,Jeon So Yeon's Awesome ㅠㅠㅠ,0.6573,0.0,0.477,0.523,pos
743,"01:23 Jeon So-yeon Every time I am highlighting this highlight, my face looks so crazy lol",0.4043,0.149,0.573,0.278,pos
744,I'm doing one video a day ...,0.0,0.0,1.0,0.0,neu
745,0:38 Creepy tt,0.0,0.0,1.0,0.0,neu
746,Real perfect from beginning to end,0.5719,0.0,0.575,0.425,pos
747,"Miyeon is really pretty but the gesture is awkward ... ㅠ TT I watched the opening performance, but I thought it was too dry, but it seems like a Barbie doll is dancing ...",0.5569,0.055,0.785,0.16,pos
748,"Jeon So-yeon is Jeon So-yeon, but other members have also helped to make Jeon So-yeon's wishes so well.",0.6717,0.0,0.744,0.256,pos
749,"To be honest, I haven't seen anyone but once",0.2846,0.0,0.765,0.235,pos
750,"This was really first place. Really, creepy.",0.0,0.0,1.0,0.0,neu
751,"0:01 Minni, I don't know how much I'm going to turn this around. I love you so much.",0.6369,0.0,0.781,0.219,pos
752,I'll be lying here today.,-0.5267,0.459,0.541,0.0,neg
753,I listen to this when I sleep,0.0,0.0,1.0,0.0,neu
754,It's really good to put the spell in front of it ...,0.4927,0.0,0.775,0.225,pos
755,Minnie This time I'm crazy and I think this concept is the best.,0.4215,0.145,0.602,0.253,pos
756,It's creepy like watching a real horror movie,-0.296,0.33,0.446,0.223,neg
757,I just ripped off the stage at Jeon So-yeon,0.0,0.0,1.0,0.0,neu
758,"Minnie, it's like a banquet.",0.3612,0.0,0.545,0.455,pos
759,Yellow hair Soyeon I think it's cool over 2 minutes.,0.3182,0.0,0.753,0.247,pos
760,Soyeon genius ...,0.0,0.0,1.0,0.0,neu
761,"No mnet work ;;? Soyeon, Romeo, why are you in Miyeon?",-0.3736,0.204,0.796,0.0,neg
762,The game ends when Minnie memorizes the spell and whispers with Latata,0.0,0.0,1.0,0.0,neu
763,"Soyeon Minni Sujin stood out like this ... Sujin had no personal performance, but chew on her face TT TT TT TT TT TT TT TT",0.0387,0.059,0.878,0.064,pos
764,I'm a rookie and I don't have a small number of members,-0.0572,0.133,0.867,0.0,neg
765,Even though I only watched the intro,0.0,0.0,1.0,0.0,neu
766,Is Thai so cool?,0.4572,0.0,0.501,0.499,pos
767,No queen so young genius,-0.296,0.355,0.645,0.0,neg
768,เรา เป็น คน ไทย นะ We are Thai.,0.0,0.0,1.0,0.0,neu
769,"If the contest is unconditionally strong and strong, I try to sing the song loudly, but can I arrange the arrangement naturally as the water flows in harmony?",0.7814,0.0,0.746,0.254,pos
770,Thai is so attractive,0.5777,0.0,0.445,0.555,pos
771,"It's like different working horses ... If you give me your soul, I'll put him in hell.",-0.4767,0.208,0.679,0.113,neg
772,"Audio ,,, me ,,,,",0.0,0.0,1.0,0.0,neu
773,Wow..,0.0,0.0,1.0,0.0,neu
774,1 day 1 latata,0.0,0.0,1.0,0.0,neu
775,"To be sure, they're going to have a lot more than they lose in Queendom.
+ I like 2.6 thousand people? I was really surprised to see",0.4641,0.102,0.656,0.241,pos
776,I'm going to fuck my children ..... I'm crazy.,-0.7096,0.457,0.543,0.0,neg
777,"I changed my soul into the intro ... my soul sucked,",-0.4588,0.25,0.75,0.0,neg
778,It's the first time that Thai is such a fascinating language.,0.5423,0.0,0.72,0.28,pos
779,"At the end of the stage, on the air, the waiting room reaction came out, and the aoa group gathered in front of the TV lol.",0.4215,0.0,0.899,0.101,pos
780,The first part of Minnie was creepy as soon as I saw him.,0.0,0.0,1.0,0.0,neu
781,"I was really tired of arranging
I'm tired of Soyeon and Sujin
Minnie Boys got tired
I also had a performance
So So Yeon is amazing",-0.6721,0.293,0.582,0.124,neg
782,"Musical color is not universal, unlike other girl groups, it's unusual and attractive.",0.4404,0.0,0.805,0.195,pos
783,"Wow, I really know this group, but I'm only out in Woogi. So Yeon?",0.34,0.0,0.833,0.167,pos
784,What's worse is that every single member is visible. Other teams see only a certain person to see who's pushing in the company.,-0.25,0.123,0.794,0.083,neg
785,Is the arrangement and composition soyeon woven? It's amazing,0.5859,0.0,0.678,0.322,pos
786,"Wow..!
Gel yearly lows in Queendom
Stage seems to be gel annual high
That's great girl ♡ How many times do you look back ~~
Arrangement is going crazy",0.2942,0.134,0.744,0.122,neg
787,"I'm going to do some re-tangling, and I'm feeding this gooseberry ...",0.0,0.0,1.0,0.0,neu
788,"Jeon So Yeon is a natural hair style that is good at doing anything, even if you really study.",0.6872,0.0,0.739,0.261,pos
789,Soyeon's sister just started a company,0.0,0.0,1.0,0.0,neu
790,Jeon So-yeon I just want to be chairman of the idol company,0.0772,0.0,0.885,0.115,pos
791,Let's win children! I want to see you sing all the stage in Mnet.,0.6588,0.0,0.671,0.329,pos
792,3:54 You are so cute,0.5949,0.0,0.509,0.491,pos
793,Nobody catches Minnie whispering coordinates 0:39,0.0,0.0,1.0,0.0,neu
794,Shaman Concept Really new..Thai language was such an attractive language.,0.4404,0.0,0.756,0.244,pos
795,Cube is good to Soyeon sister ㄹㅇ .. The end of the year is waiting .... '0' ♡,0.4404,0.0,0.847,0.153,pos
796,"It's allerby, isn't that part that Soyeon calls? Why Mi Yeon: Allerby",0.0,0.0,1.0,0.0,neu
797,Showmi 8 Yunhui Jeon So Yeon is much better at rap,0.4404,0.0,0.756,0.244,pos
798,Jeon So-yeon is a genius,0.0,0.0,1.0,0.0,neu
799,"I know they're number one, but I'm really impressed with the training. This is a contest. Jeon So-yeon.",0.6946,0.0,0.709,0.291,pos
800,Sujin's expression is really admirable,0.5984,0.0,0.507,0.493,pos
801,Really children remodeling,0.0,0.0,1.0,0.0,neu
802,Minnie is really creepy.,0.0,0.0,1.0,0.0,neu
803,Please do this stage at the awards ceremony. I'll be a regular shooter.,0.6486,0.0,0.654,0.346,pos
804,"Beyond the degree
'legend
Struck me",-0.25,0.286,0.714,0.0,neg
805,"No Jeon So-yeon, Idol is not enough .. Just a genius",-0.296,0.196,0.804,0.0,neg
806,0:38 I love you Latata,0.6369,0.0,0.417,0.583,pos
807,"In the early I love ya, So-yeon calls me Mi-yeon,",0.6369,0.0,0.656,0.344,pos
808,0:41 Slutty ..... Passionate Shouting,0.0258,0.34,0.309,0.351,pos
809,I watch more than 10 times every day ... I'm crazy ... I'm only listening to the rata streaming.,-0.34,0.124,0.876,0.0,neg
810,Who's scared of what? Why's tears up? I'm turning 10th now,-0.6322,0.364,0.636,0.0,neg
811,It's so cool ... What's your room like that since you've debuted more than 5 years? I can only admire you.,0.8016,0.0,0.661,0.339,pos
812,Shuhua doesn't have a chunke part ..? ㅠㅠ,0.0,0.0,1.0,0.0,neu
813,"Sujin, it's really cool.",0.3804,0.0,0.536,0.464,pos
814,Play at least 3 times a day ...,0.34,0.0,0.676,0.324,pos
815,It feels like the noble queens,0.6705,0.0,0.421,0.579,pos
816,0:29 Minny,0.0,0.0,1.0,0.0,neu
817,"The original song is just exciting
It's like a potion
I'm excited, but I'm scared",0.09,0.192,0.449,0.359,pos
818,Please hold a lot of Sujin please.,0.5574,0.0,0.465,0.535,pos
819,"1 video per day
The end of the day is the ratata!",0.0,0.0,1.0,0.0,neu
820,Please do this one more time ...,0.3182,0.0,0.723,0.277,pos
821,"Lost in the mountains in the middle of the night, but slowly walking out of the cave as if they were obsessed with something ... That's the atmosphere ... Spreading the bloody aura ... Especially 0:56",-0.7615,0.186,0.814,0.0,neg
822,I'll be back. Just use your crown. I'll get it all.,0.0,0.0,1.0,0.0,neu
823,Cube must bow to So-yeon.,0.0,0.0,1.0,0.0,neu
824,Something like an Ensuite in the Suside Squad!,0.4199,0.0,0.715,0.285,pos
825,"Minnie, that witch from the witch.",-0.6124,0.556,0.444,0.0,neg
826,Isn't it crazy?,0.2584,0.0,0.496,0.504,pos
827,"Soyeon sister I was a fan since I was produced 101. At that time, I was also a ghost. I was really curious about the news after one day but it was just the debut news. I was happy, but I was worried about the concept or parts, but I thought it was different. I didn't worry about the song. good. ㅠㅠ",0.9002,0.069,0.693,0.238,pos
828,I'm another fan.,0.3182,0.0,0.465,0.535,pos
829,Intro Minny,0.0,0.0,1.0,0.0,neu
830,"By the way, did you have shoe shoes?",0.0,0.0,1.0,0.0,neu
831,"Jeon So Yeon is creepy to rap, and Minni is very charming when she is memorizing her order, and Su Jin is too dancing on the back.
It was charmingly beautiful and admired and the rainy season was low because of the low voice. Miyeon was clear and clean.
Minnie and Sujin felt elegant sexy that they could not feel in others.
I couldn't take my eyes off",0.9712,0.063,0.638,0.299,pos
832,I've never seen anything other than idol dreamcatchers and children acting on this concept.,0.0,0.0,1.0,0.0,neu
833,"Whether or not you win here, it's a good opportunity for the kids! Because I'm a rookie, I still have less chance to show the stage, but I can come out and show a lot !! Fight our girls !! (❁ '▽' ❁)",-0.5268,0.147,0.736,0.116,neg
834,I'll be falling into a girl idol. I'm really into a group called children.,-0.1531,0.127,0.873,0.0,neg
835,"Concept song arrangements are all unique
I have lived for at least 20 years and have never seen this color in a girl group
Children are just another class",0.0,0.0,1.0,0.0,neu
836,"It's a waste to say that So-yeon is a genius.
If it was a south stone, I would have put the article on the air all the time.",-0.4215,0.109,0.891,0.0,neg
837,"Sincerely, the concept of girls fits so well. The Egyptian concept wasn't a joke at the awards stage.",0.7878,0.08,0.548,0.373,pos
838,"Oh, I'm so crazy. I feel like this for a long time. It's been a long time.",-0.0907,0.174,0.671,0.155,neg
839,"Wow, it's so crazy that it's so crazy that it pops out of my mouth.",-0.1496,0.254,0.566,0.179,neg
840,Real Jeon So-yeon knows how to raise each member's ability to the maximum.,0.3182,0.0,0.839,0.161,pos
841,Last time you ordered something like this,0.3612,0.0,0.706,0.294,pos
842,"Genius, genius Soyeon is a genius. How did you really think about arranging this? Real cubes refuse to have Soyeon.",-0.296,0.109,0.891,0.0,neg
843,Let's win children today,0.5859,0.0,0.441,0.559,pos
844,Minnie looks like a real black viper.,0.3612,0.0,0.667,0.333,pos
845,I think it's the only one I've been good at in PewDue. Just like Pew's YG and JYP.,0.6597,0.0,0.735,0.265,pos
846,"Minnie bangs are really hot. There's a gap between the stage and reality, so there's a reason for being a real number one.",0.0772,0.0,0.936,0.064,pos
847,If the children keep on pounding like this,0.3612,0.0,0.737,0.263,pos
848,"Lee Gyeong-yeon is a scam. Idle has a genius producer, So-yeon.",-0.5719,0.316,0.684,0.0,neg
849,Arrangement was really good at the start of the latata and creepy when I was ...,0.4927,0.0,0.814,0.186,pos
850,Jeon So-yeon is a real celebrity,0.0,0.0,1.0,0.0,neu
851,It's cute like a rainy season baby lion ㅠㅠ ㅠㅠㅠ,0.6369,0.102,0.469,0.43,pos
852,Who's so scared? Part is so good.,0.1402,0.268,0.419,0.313,pos
853,I'm so crazy ... Dazo and ...,-0.4005,0.31,0.69,0.0,neg
854,Jeon So-yeon is a real prime CL looking feel real treasure,0.296,0.0,0.804,0.196,pos
855,Wow ~ The arrangement was really good. It's going to be a record.,0.7902,0.0,0.563,0.437,pos
856,Ah Minni is so good ...,0.5777,0.0,0.572,0.428,pos
857,"Come on, please",0.3182,0.0,0.465,0.535,pos
858,Jeon So-yeon is a genius,0.0,0.0,1.0,0.0,neu
859,"I'm so cool Minnie on this stage ,,, is the introduction jackpot real ,,,",0.3804,0.0,0.834,0.166,pos
860,Jeon So-yeon's facial acting is really crazy,-0.4005,0.31,0.69,0.0,neg
861,Jeon So-yeon is the best ... you are the best ... so cool and charismatic,0.8999,0.0,0.522,0.478,pos
862,"I didn't write much in the comments, but there's also Cody and Carrie.",0.0,0.0,1.0,0.0,neu
863,3:41 This gel is creepy 3:42,0.0,0.0,1.0,0.0,neu
864,"3:30 ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️
Who's scared !!!!!!!!!",-0.6209,0.576,0.424,0.0,neg
865,From the introduction 걍 No. 1 children ㅆㅂ It's really creepy,-0.296,0.216,0.784,0.0,neg
866,"Jeon So Yeon is really creepy How can people come back like this creepy, horrible song when they come back next time?",-0.25,0.135,0.769,0.096,neg
867,I always feel every time I listen to children's songs.,0.0,0.0,1.0,0.0,neu
868,"Overworked
The kids are so popular and the songs are good.",0.7591,0.0,0.58,0.42,pos
869,I don't think it's going to shut up if you watch the intro ... Everyone who sees the movie Mummy will understand me.,0.0,0.0,1.0,0.0,neu
870,Honestly early scary ;;,-0.0516,0.39,0.244,0.366,neg
871,"I told you this, but the members really met Jeon So-yeon",0.0,0.0,1.0,0.0,neu
872,It's really amazing,0.624,0.0,0.328,0.672,pos
873,"If you really have a wish, you've done color lenses or dark makeup to the members who have a cute face on your face at least once ... !!! It's not like you're looking at me right now. I feel like I'm feeling like this ... The concept is always strong.",0.7449,0.107,0.695,0.198,pos
874,"And Minnie ?? That's too fatal for me, please have me.",-0.3736,0.255,0.594,0.152,neg
875,"Usually the rapper feels deeper but the rapper is the main one
I'm full of talent",0.5719,0.0,0.802,0.198,pos
876,"Even if I see it, I'm not tired",0.3412,0.0,0.714,0.286,pos
877,First minnie creepy .. ;;;,0.0,0.0,1.0,0.0,neu
878,I'm back,0.0,0.0,1.0,0.0,neu
879,Their powerful atmosphere scares me Neverland can hit 10 million for our pretty queen. Their introduction is omggggg,0.5574,0.103,0.641,0.256,pos
880,You have to watch the first part of it,0.0,0.0,1.0,0.0,neu
881,good,0.4404,0.0,0.0,1.0,pos
882,Cube is good at recruiting talent.,0.6908,0.0,0.412,0.588,pos
883,"I felt it when they finished their contracts, and if they had established subsidiaries and continued their work, Jeon So-yeon wrote the concept itself, not the costume song part, but worked better than the cube.",0.5927,0.0,0.896,0.104,pos
884,"3:41 Sujin, who's really scared when he's scared.",-0.7496,0.516,0.484,0.0,neg
885,I feel that I'm a real agency because I'm a queen. I feel that I can't even produce on stage or music. I feel so cool and give off all the talents and competencies. Popularity But the public likes this stage.,0.8977,0.0,0.723,0.277,pos
886,I'm curious if I can see the unique look of each member in one stage,0.3182,0.0,0.85,0.15,pos
887,"The arrangement was good
Particularly, his song is not easy to arrange because he sang it.
Because I know everything about the song, it's hard to be locked in that frame
So Yeon-yi, who is also a producer, has a special ability for children, so she seems to digest it.",0.6242,0.071,0.782,0.147,pos
888,왘 Really early part is really ant tt ㅠ ㅠ TT TT TT girl is crushed ㅠㅠ TT TT TT TT so tt TT TT TT TT so cool real pret Not coming,0.0493,0.083,0.829,0.089,pos
889,"Jeon So-yeon's like a slam dunk chae-chi-chim. I'm frustrated by hitting the wall every time, no matter how good I am, I meet my teammates and do what I dreamed of.",-0.4019,0.23,0.588,0.182,neg
890,"* There are people who haven't seen anyone, *",0.0,0.0,1.0,0.0,neu
891,"I felt from the time of Unpretty, but Jeon So Yeon is really a thing.",0.0,0.0,1.0,0.0,neu
892,Stop showing real trainees,-0.296,0.423,0.577,0.0,neg
893,Wow .... ㅁㅊ .... Arrangement is amazing.,0.8225,0.0,0.397,0.603,pos
894,Jeon So-yeon is going to get a lot from this Queendom,0.0,0.0,1.0,0.0,neu
895,It's really intense like watching a horror movie. Gamover in the intro! I've been searching for a single song.,-0.1582,0.165,0.626,0.209,pos
896,Really… … … Minni Thai was really creepy,0.0,0.0,1.0,0.0,neu
897,"Isn't this the musical introduction? ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ So awesome ,,,,,,",0.659,0.0,0.715,0.285,pos
898,"The most successful soloist from Pewdu is Cheng-ha, the group of children",0.624,0.0,0.729,0.271,pos
899,"Even though I got 4 episodes, but it's like Ratata's first time ... Feeling of doing it",0.6124,0.0,0.722,0.278,pos
900,"A group of real geniuses from all walks of life, creeping all the time.",0.0,0.0,1.0,0.0,neu
901,I've never seen anyone but I've never seen him before.,0.0,0.0,1.0,0.0,neu
902,"If you put parentheses in the hash tag, you can't tag it.
.
Anyone noticed that g-idle is the only group that isn't hashtagged in the queendom clips? Mnet if you see this please edit the hashtags. HASHTAGS DO NOT SUPPORT BRACKETS !! Please remove all the brackets and go as #gidle and #girls",0.4036,0.048,0.857,0.094,pos
903,"Children are the group that they expect every time they really come back. The concept isn't always banal, but new. I'm very excited about each and every one of them. I think I'll fall in love with you. I love you.",0.9527,0.0,0.704,0.296,pos
904,Soyeon sister ㄹㅇ Looks like unbelief Wow .. The outfit coordinating makeup fits nicely but Soyeon sister is really coming ㅠ Sujin sister was like a vampire,0.81,0.0,0.692,0.308,pos
905,Kim Minni clearing paper ... I am so scared that I am a bit scared,-0.8168,0.428,0.572,0.0,neg
906,"I thought I'm good at children's debut, but I'm good .. There are pretty idols, but there are certainly many artistic idols in Korea.",0.9217,0.0,0.59,0.41,pos
907,"No, please release this sound. Please ㅠㅠㅜ TTTTTTTTTTTTTT",0.34,0.186,0.424,0.39,pos
908,2:10 I think it's my turn now,0.0,0.0,1.0,0.0,neu
909,Reason for becoming a fan of fans: Jeon So-yeon --- Genius,0.3182,0.0,0.796,0.204,pos
910,Jeon So Yeon throws anything away and makes everything attractive.,0.4404,0.0,0.756,0.244,pos
911,I was horrified at the beginning and the ratata.,-0.5423,0.333,0.667,0.0,neg
912,3:42 Crazy ... Sujinji,-0.34,0.444,0.556,0.0,neg
913,I like it so much wow ㅠㅠ ㅠㅠㅠ,0.7635,0.0,0.432,0.568,pos
914,"Wow ... Soyeon, my niece is so cool.",0.7777,0.0,0.469,0.531,pos
915,It's my first time to mention Minnie Intro.,0.0,0.0,1.0,0.0,neu
916,It's funny how the audiences are squeaky ㅋㅋㅋ ㅋㅋㅋ,0.4404,0.0,0.734,0.266,pos
917,ㅇㅋ Jeon So Yeon from today,0.0,0.0,1.0,0.0,neu
918,0:38 Continue to listen,0.0,0.0,1.0,0.0,neu
919,Please give me the arrangement version.,0.3182,0.0,0.685,0.315,pos
920,Minni black hair and ambience .. I couldn't imagine the atmosphere of black magic.,0.0,0.0,1.0,0.0,neu
921,Introduction Office,0.0,0.0,1.0,0.0,neu
922,"So-yeon, let's collect our money",0.0,0.0,1.0,0.0,neu
923,"Before the final chorus, Sujin was so overwhelmed by the look of who she was, so she came to see me all the time.",0.1571,0.0,0.934,0.066,pos
924,"Jeon So Yeon, I've been remodeling since ㅠㅠㅠ",0.0,0.0,1.0,0.0,neu
925,"Oh, I'm Oh My Girl, but I'm a pair of girls.",0.0,0.0,1.0,0.0,neu
926,I ... I think it's a bit of a sujin ... Your sister is over.,0.0,0.0,1.0,0.0,neu
927,"The stage transition seems so amazing, I'm going crazy",0.5371,0.168,0.491,0.341,pos
928,I missed you so much. I love you.,0.507,0.206,0.375,0.419,pos
929,Jeon So-yeon Best,0.6369,0.0,0.323,0.677,pos
930,3:11 1 second Ryu Junyeol,0.0,0.0,1.0,0.0,neu
931,So Yeon-yi is so genius that I can't see it at night.,0.0,0.0,1.0,0.0,neu
932,Jeon So-yeon is a real genius,0.0,0.0,1.0,0.0,neu
933,"Actually, I didn't know the group of G kids, but honestly, the stage is the best.",0.8957,0.0,0.55,0.45,pos
934,"Wow, the stage is really good.",0.7902,0.0,0.364,0.636,pos
935,Some members' facial expressions are a bit unfortunate ㅠㅠ,-0.4588,0.3,0.7,0.0,neg
936,I hope you will stage like this in big stages such as Mama or Song Daejeon.,0.6597,0.0,0.707,0.293,pos
937,Jeon So-yeon and children are worth it ..... So-yeon Genius,0.2263,0.0,0.826,0.174,pos
938,Director,0.0,0.0,1.0,0.0,neu
939,"If you arrange a dance break, it's common
So fresh .. ㅠ ~~~ ㅠ",0.3804,0.0,0.794,0.206,pos
940,I hope our team has someone who will carry you like Jeon So-yeon.,0.6597,0.0,0.649,0.351,pos
941,Jeon So Yeon is really good,0.4927,0.0,0.61,0.39,pos
942,Minnie is really sweet at first,0.5095,0.0,0.603,0.397,pos
943,Hing to die here,-0.5994,0.565,0.435,0.0,neg
944,Oh Minny was Thai,0.0,0.0,1.0,0.0,neu
945,All-combustion; Girinet;,0.0,0.0,1.0,0.0,neu
946,Oh it's really creepy and it's creepy ... I don't see Queendom.,0.0,0.0,1.0,0.0,neu
947,Mamamu wore the first place What? How good are you? I've been doing it well. I did well. I've won enough. I'm convinced.,0.9163,0.0,0.551,0.449,pos
948,"Please put a lot of Sujin dance ㅠㅠㅠ
Idol dance queen genealogy first place ㅠㅠㅠ
ㅋ ㅋㅋㅋ ㅋㅋㅋ",0.3182,0.0,0.867,0.133,pos
949,See you again,0.0,0.0,1.0,0.0,neu
950,The rainy season is definitely a cute face to stand in this concept.,0.6597,0.081,0.562,0.356,pos
951,It's like the shaman version,0.3612,0.0,0.615,0.385,pos
952,I'm crazy if I see you again.,-0.34,0.324,0.676,0.0,neg
953,"Introductory spelling in Thai seems to be a real god
Something that is mysterious and dreamy survives really well
I'm so excited about the future",0.734,0.0,0.745,0.255,pos
954,"First of all, the children are all different, and their ability to play is different.",0.5719,0.0,0.734,0.266,pos
955,Jeon So-yeon's amazing skills followed by the amazing members of the children ...,0.8225,0.0,0.591,0.409,pos
956,I really liked my children since their debut. I hope they'll take the opportunity to become a shoe doll.,0.8313,0.0,0.597,0.403,pos
957,Jeon So-yeon's Group Project,0.0,0.0,1.0,0.0,neu
958,"If you've seen this, please watch the 2018 mma and Latata stage. I think I've already gotten over to the mma children's stage 30 times now.
+) 2018 Children MMA Stage Link!
https://www.youtube.com/watch?v=QGNTS-3uf2k",0.4436,0.0,0.914,0.086,pos
959,Children really do not have to say ... Jeon So-yeon producing a big hit! Each member's role is faithful and it's an all-new girl idol group ~,0.4926,0.0,0.883,0.117,pos
960,"L Legend stage is not the best I've ever seen ;;
The main thing is Soyeon Carry ^^
Please introduce yourself ~~",-0.2658,0.137,0.77,0.093,neg
961,"Jeon So-yeon seems to know what each member really is and how to make a great and stage. It is wonderful to express the ratata in black magic, but it is really a bit strange to use the dreamy Minnie in the intro ...",0.3143,0.056,0.838,0.105,pos
962,Cubes Jeon So Yeon a hundred times,0.0,0.0,1.0,0.0,neu
963,"What's the introduction ...? And how many times are you going to turn around? It's a genius, it's a talent, it's creepy",0.4871,0.0,0.857,0.143,pos
964,M: I'm gonna fall in love with my children,0.6369,0.0,0.656,0.344,pos
965,Jeon So-yeon ㅠ Really crazy Idol steamed So-yeon,-0.4005,0.31,0.69,0.0,neg
966,Crazy .... This is crazy.,-0.5859,0.615,0.385,0.0,neg
967,Why is that dance so good after 3:45?,0.5777,0.0,0.652,0.348,pos
968,"2:16 What about Siren when leisure Soyeon reaches out? Mermaid? It seemed that everyone was tempted to make it into the water. Lyrics also approached Bebe, deeper into the sea (in the sea) can be drunk with me ... And at the end, Idol sing along with the other like the other idols, and it was creepy because it seemed to memorize the spell with real black magic.",0.168,0.034,0.91,0.057,pos
969,Intro is a real generation.,0.0,0.0,1.0,0.0,neu
970,I think I'm ordering Latata ...,0.0,0.0,1.0,0.0,neu
971,"Wow, it's a legend. It's a legend.",0.5859,0.0,0.513,0.487,pos
972,Creepy at last,0.0,0.0,1.0,0.0,neu
973,"I knew only the rainy season's face, but I'm not interested in it.
ㅠㅠ ㅠㅠㅠ white and dongle ,,,, feel like a rabbit between sisters ,,,,,, but the voice is low and ㅠ ㅠㅠㅠ cute look ㄹㅇ",0.3742,0.156,0.675,0.169,pos
974,"Fans trying to cheer for the arranged song are so funny ,,,",0.793,0.0,0.587,0.413,pos
975,Jeon So-yeon is crazy,-0.34,0.444,0.556,0.0,neg
976,Jeon So-yeon Musician Life Minimum 9999999999999999999999,0.0,0.0,1.0,0.0,neu
977,I think I'm a bit of a mouth ... How can I do Neverland ㅠ _ ㅠ,0.0,0.0,1.0,0.0,neu
978,Minni มิ น นี่ สาว ไทย ไม่ แพ้ ชาติ ใด ใน โลก,0.0,0.0,1.0,0.0,neu
979,"No, shouldn't this be done on stage?",-0.296,0.268,0.732,0.0,neg
980,Is it really fascinating? Minnipart is crazy.,0.3384,0.214,0.447,0.339,pos
981,"It's a girl rapmon ...
To rap parts to compose to song to dance
In addition, you are the center
Awesome",0.6249,0.0,0.823,0.177,pos
982,"I thought Sujin was really fascinating, but Minnie looks so good.",0.818,0.0,0.516,0.484,pos
983,Jeon So-yeon,0.0,0.0,1.0,0.0,neu
984,The kids' concept is really unique,0.0,0.0,1.0,0.0,neu
985,Jeon So Yeon Please ... Please dress me up.,0.6318,0.0,0.576,0.424,pos
986,I love you awesome,0.8519,0.0,0.108,0.892,pos
987,헉 태국 헉 태국 태국 태국 태국 태국 태국 ^ ^ ^ ^^^ ㅎ ㅎㅎㅎ (?,0.0,0.0,1.0,0.0,neu
988,This team gets bigger and lasts longer,0.0,0.0,1.0,0.0,neu
989,Big cool,0.3182,0.0,0.303,0.697,pos
990,Weak pop is pretty late,0.0772,0.319,0.33,0.352,pos
991,Something like the princesses of Oggle in Sugar Sugar .....,0.3612,0.0,0.783,0.217,pos
992,"The other team did well, but the girls (children) were so impressed with the first edition. Sincerely, Min Min.",0.904,0.0,0.589,0.411,pos
993,Soyeon's real expression and the strength and weakness of singing when she sings Eva ...,0.1027,0.147,0.684,0.168,pos
994,"So Yeon is good and attractive.
I was sorry to see you blaming your face ugly at the time of production.",-0.1868,0.27,0.52,0.21,neg
995,"Honestly, cube singers don't need composers ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.4588,0.0,0.727,0.273,pos
996,I found out that Jeon So-yeon is a real genius. I couldn't doubt it at all.,0.2755,0.0,0.85,0.15,pos
997,Jeon So-yeon's facial acting or gesture is almost 5-6 years old. ;;; Arrangement is ridiculous,-0.3612,0.152,0.848,0.0,neg
998,"John was immersed in the front part because Minni seemed to be cursing me, but after I saw it, I was in love;",0.7783,0.0,0.775,0.225,pos
999,"Oh, I'm really crazy, Minnie first appeared scene Musical Dracula and stage composition 걍 Crazy Don't give me a breathing space?",-0.624,0.231,0.769,0.0,neg
1000,"Oh, the real shaman version. It's so awesome. Real Oh. I think he's juggling me to love me.",0.887,0.0,0.614,0.386,pos
1001,Minnie whispered and creepy from head to toe,0.0,0.0,1.0,0.0,neu
