,comment,compound,negative,neutral,positive,whether_pos_or_neg
2072,"3:47 3:47 3:47
3:47 3:47 3:47
Oh, I'm so excited about Hyun Seung-Hi's reaction ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ I don't know how many times I'm going to turn it back ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.4795,0.0,0.914,0.086,pos
2073,"I'm a fan of another group. (You're wearing orange? You're so pretty.) You're good at singing, high notes, and dancing.",0.6666,0.0,0.757,0.243,pos
2074,I'm so good AOA I'm so crush TT TT TT I love you sisters TT TT TT TT TT,0.7412,0.086,0.612,0.302,pos
2075,"Obviously, the strong rap that Jimin can spit in Queendom is unique. In Unpretty, there were a lot of female rappers with powerful images, but ...",0.4678,0.0,0.85,0.15,pos
2076,Moss drip haha,0.4588,0.0,0.4,0.6,pos
2077,Messan drip crazy ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,-0.34,0.286,0.714,0.0,neg
2078,It's so nice to see you do everything you want to do. Put it all you want to do ~~~~~~~~~~~,0.5709,0.0,0.749,0.251,pos
2079,"3:48 ㅠㅠ ㅠㅠㅠ ㅠㅠㅠ Seunghee cute ㅠㅠ ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ Whenever I cheer for other teams, I think I'll fall in love with Seung Hee ㅠㅠ ㅠㅠㅠ ㅠㅠㅠ",0.8885,0.0,0.696,0.304,pos
2080,The mothers are bright and plump,0.4404,0.0,0.633,0.367,pos
2081,Oh my girl is so cute.,0.5949,0.0,0.564,0.436,pos
2082,Seolhyun will not be able to participate because of the schedule as a chance .. ㅋ ㅋㅋㅋ,0.25,0.0,0.875,0.125,pos
2083,"Wow, I wanted someone to do this in Queen's Day crossover editing.",0.5859,0.0,0.725,0.275,pos
2084,"Jimin Izu
queen! I think wood sister is good at rap gel among the performers here.",0.4926,0.0,0.814,0.186,pos
2085,"Aoa looks so sexy
The stage is as refreshing and neat as a refreshing concept girl group.",0.8109,0.0,0.655,0.345,pos
2086,"It is good to see the praise after the Queendom ㅠ In fact, I felt a bit buried but I really feel like a real person.",0.7856,0.0,0.695,0.305,pos
2087,"Honestly, the viewership matters more than anything else.",0.4767,0.0,0.594,0.406,pos
2088,"Jimin, uh .. Oh, it's Seunghee who makes Oh My Girl react when he comes out of the waiting room.",0.0,0.0,1.0,0.0,neu
2089,I really think it's a stage prepared for the fans. I'm sorry why I've been biased so far. I want to live with the concept stage I want to do !!!,0.368,0.109,0.702,0.189,pos
2090,"No, it's funny to see Seung-min's Jimin Paquet, and that's called Meesan ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.1779,0.109,0.746,0.144,pos
2091,"If you're here, you should be a legend",0.0,0.0,1.0,0.0,neu
2092,Yuna seems to change her face according to the song that looks really sexy or pretty,0.7996,0.0,0.662,0.338,pos
2093,"Wow, the stage was so full that I didn't know I was missing",0.6896,0.0,0.613,0.387,pos
2094,And Yuna looks really good with any concept.,0.4927,0.0,0.687,0.313,pos
2095,Yuna is really good at singing,0.4927,0.0,0.61,0.39,pos
2096,"I wasn't as shocking as the stage, but Jimin's curse is more shocking than anything. Awesome A.E. Cream for a long time ㅠ ㅠㅠㅠ ㅠㅠㅠ",0.6615,0.144,0.547,0.309,pos
2097,"And Jimin alone, what's happening on the stage?",-0.25,0.222,0.778,0.0,neg
2098,3:48 ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
2099,"Oh, why are you doing AOHA? .... How many times do you have to take a day?",0.0,0.0,1.0,0.0,neu
2100,"3:47 Oh, you're funny, Seung-hee, you're funny.",0.7003,0.0,0.463,0.537,pos
2101,"When you see the stage in Eo, you can feel the real year. It's so relaxed and tidy. It's so good. ㅠㅜ You've been together for a long time.",0.8341,0.0,0.768,0.232,pos
2102,"The more you look, the more these treasures seem to have been in the box.
The albums have been fun, of course, but the group that is expected to be the most since Queendom.",0.4921,0.0,0.884,0.116,pos
2103,"??: It's Mt. Meo! Mow! mountain!
Ah reaction and comment scared my style ㅋㅋㅋ",-0.6293,0.241,0.759,0.0,neg
2104,You and my sister are the ones who will remain in the history of wearing this day ㅠㅠ I have to put this beauty on Voyager No. 3 ... The Earth is too small to contain the beauty ...,0.8316,0.049,0.752,0.199,pos
2105,But it's really just a stage for the fans lol I think the fans are really impressed,0.7346,0.0,0.677,0.323,pos
2106,"3:47 No Seung Hee, it's not so cute ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ I'm jealous at the end Baby Kill ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",-0.9189,0.407,0.593,0.0,neg
2107,It's a group that can't ignore the annuals. It's a stage that might be boring compared to other teams.,-0.049,0.118,0.773,0.109,neg
2108,3:47 We love you.,0.6369,0.0,0.417,0.583,pos
2109,"Wow, it's really toxic. It's fresh and plump.
But when you react to Seung Hee Jimin Rap Why are you so funny ?????????????",0.9014,0.0,0.644,0.356,pos
2110,"Ah Seunghee reaction ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Aoa guys while I see the stage well, the bread is going to go ㅋㅋㅋ ㅋㅋㅋ
3:47 Are you jealous Baby ♡
+ Drip that I understand now
4:36 Mt. Mt. Mt. Mt.",-0.2263,0.079,0.866,0.055,neg
2111,I'm sure you've held up to the kids that used to be.,0.3182,0.0,0.827,0.173,pos
2112,"Oh I really like it so come back again ㅠㅠㅠ ㅠㅠㅠ Really good at anything ??? After a few seconds, I'll have a comment and I'll forget about it. The orchards all over the country are so big. Your sisters are so crazy and crazy.",-0.3992,0.168,0.716,0.116,neg
2113,I'm really jealous of you since the last year. They are so cool. Do what you want to do ~~~~~,-0.0005,0.134,0.691,0.175,pos
2114,Why are you looking so good when dancing and singing? 짘 ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.5777,0.0,0.789,0.211,pos
2115,"She became a mountain beyond a tree,",0.0,0.0,1.0,0.0,neu
2116,Jimin is really thin,0.0,0.0,1.0,0.0,neu
2117,"승 ㅋㅋㅋ It's funny because Hyun Seung-hee's reaction is funny ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ
Isn't Trinima anymore?",0.7003,0.0,0.734,0.266,pos
2118,"No, General Hyejeong says that she can't be cute.",-0.569,0.401,0.599,0.0,neg
2119,There was a time when Jimin chewed a chart with puss.,0.0,0.0,1.0,0.0,neu
2120,It's really creepy and awesome. I love you Jimin. I love AOA cream.,0.9295,0.0,0.385,0.615,pos
2121,"4:34 Oh my girl reaction is my favorite
LOL",0.7603,0.0,0.517,0.483,pos
2122,Seunghuijin 왜 ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Reaction every time Why is it so funny and cute ㅠㅠㅠ,0.7909,0.0,0.667,0.333,pos
2123,"2:21 The sound of Jimin's excitement, ""Ah ~~!""",0.5411,0.0,0.667,0.333,pos
2124,"Wow, this song is addictive and I really liked it ㅠㅠㅠ ㅠㅠㅠ",0.7841,0.0,0.566,0.434,pos
2125,And Jimin's funky style looks really good. I've covered my eyes with pink shadows. How do you digest that?,0.4201,0.065,0.787,0.148,pos
2126,Jimin's reaction to other groups is really funny 닼 ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.4927,0.0,0.803,0.197,pos
2127,This song is really devoted to fans. Cheer up,0.7425,0.0,0.527,0.473,pos
2128,I love you AO ㅠㅠㅠ,0.6369,0.0,0.417,0.583,pos
2129,"04:27 Lovelyz is all frozen ㅋㅋ ㅋㅋㅋ The managers are also surprised ㅋㅋㅋ ㅋㅋㅋ On the other hand, Oh My Girl is cheering for the group ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.8126,0.0,0.781,0.219,pos
2130,"Ah, the reaction is even more wink ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.0,0.0,1.0,0.0,neu
2131,1:40 It's plump. Why is it a part of the song?,0.0,0.0,1.0,0.0,neu
2132,Jimin nopaku fuck,-0.5423,0.636,0.364,0.0,neg
2133,These sisters are so pretty,0.6269,0.0,0.493,0.507,pos
2134,"Jimin, freaking, rap, good dog",0.0258,0.322,0.345,0.333,pos
2135,Look at the temperature difference between the two groups from 4:29 sec. ㅋ ㅇㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ One side is static and the other is festival ;;;,0.4939,0.0,0.887,0.113,pos
2136,Yuna was a real hidden gem.,0.0,0.0,1.0,0.0,neu
2137,3:47 ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
2138,Thank you for this song ㅠㅠㅠ,0.3612,0.0,0.667,0.333,pos
2139,3:48 Editing was amazing. Haha.,0.7783,0.0,0.306,0.694,pos
2140,Love jimin so much..I love you ㅋㅋㅋ puss puss,0.8651,0.0,0.446,0.554,pos
2141,"No, it's really good, but the costume is lol .. No. But it's pretty, but no .. Styling ..",0.5989,0.238,0.429,0.333,pos
2142,The tension in the Americas is coming a little,-0.3182,0.247,0.753,0.0,neg
2143,3:47 Seung-hee is really awesome. How do you think about that?,0.659,0.0,0.695,0.305,pos
2144,4:13 This part was so good.,0.5777,0.0,0.572,0.428,pos
2145,"The more you chew, the more plump it will be. Mothers will like it ~ The flow from Gadjiminba, Mt.Moo is so funny 닼 ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.7384,0.0,0.806,0.194,pos
2146,"4:36 Seunghee's comment ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ This is my mountain! Mow-san!
We look at taste of seeing Queen seunghee reaction",0.0,0.0,1.0,0.0,neu
2147,I think it would have been nice to get out,0.4215,0.0,0.741,0.259,pos
2148,"When Jimin swears, Lovelyz reacts so cute.
I'm already in the middle ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.6207,0.0,0.72,0.28,pos
2149,"Ah, Seung-hee is cute. ㅠㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.4588,0.0,0.75,0.25,pos
2150,Jimin's puss's head is so cool,0.4572,0.0,0.626,0.374,pos
2151,"Experience is definitely proportional to the year. I knew Jimin's rap was good, and cream unit members also know how to get sexy out of cutie or sexy out of every choreography.",0.9313,0.0,0.636,0.364,pos
2152,3:48 Mr. Lee ㅠㅠ ㅠㅠㅠ Cute ㅠㅠ ㅠㅠㅠ ㅠㅠㅠ,0.4588,0.0,0.727,0.273,pos
2153,"I don't know anything else, but Jimo is alive in Eo. I thought it was crazy because Jimin planned the stage for the Mamamu song cover before. I don't know anything else about this stage and Jimin stage is really cool. The coolness that men and women have is different, but it seems that only women know the coolness.",0.5704,0.049,0.843,0.108,pos
2154,Oh it's really pretty,0.5413,0.0,0.462,0.538,pos
2155,"Please highlight me. Crazy treble dolphin vocals
Anyway, this time the tree is really torn
It's like a real Pandora's box that shows various charms like AOA
How about Jimin saying I'm Grute? Ha ha ha",0.9278,0.094,0.5,0.406,pos
2156,3:47 No hahahaha,-0.296,0.524,0.476,0.0,neg
2157,"From the day I was hip-hop, you're getting a punch line",0.0,0.0,1.0,0.0,neu
2158,3:47 Seunghee 얔 ㅋㅋ ㅋㅋㅋ ㄱㅋㅋㅋ ㄱㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
2159,"Oh, what do you really like Jimin?",0.4201,0.0,0.682,0.318,pos
2160,Oh my girl!,0.0,0.0,1.0,0.0,neu
2161,"I'd like to shake it and I'd like to sing a song ㅠㅠ It's a real song, but it's a song that came out before the dance ... choreography is pretty and ㅠㅠ",0.7543,0.038,0.74,0.222,pos
2162,3:47 It keeps popping because of Seung-hee.,0.0,0.0,1.0,0.0,neu
2163,"When I saw Jimin's eyeballs in the waiting room from last week, Oh, I was so foolish ~ But I didn't see it on stage at all I was able to see how dark idol stage makeup was.",-0.4101,0.079,0.921,0.0,neg
2164,"3:47 Seunghee ㅋㅋ ㅋㅋㅋ Only me, huh?",0.0,0.0,1.0,0.0,neu
2165,"짬 cannot be ignored
Even if you look like you have nothing to do, you'll be cheaper if you're in a hurry.",0.5365,0.0,0.801,0.199,pos
2166,Jimin is really cool,0.3804,0.0,0.536,0.464,pos
2167,Yuna is so pretty,0.6269,0.0,0.422,0.578,pos
2168,3:47 Seung Hee Solker,0.0,0.0,1.0,0.0,neu
2169,It's the stage of idol's crystal and idol.,0.0,0.0,1.0,0.0,neu
2170,4:40 Really ... what's happening?,0.0,0.0,1.0,0.0,neu
2171,Real Jimin is unique ㅠ AOA is good but Jimin is my favorite ㅠㅠ,0.714,0.0,0.649,0.351,pos
2172,Wow lol the rap that Solar did was pretty smooth ㅋㅋ ㅋㅋㅋ,0.8689,0.0,0.479,0.521,pos
2173,Jimin's band version is also a sound source ... ㅠ,0.0,0.0,1.0,0.0,neu
2174,I loved Jimin's rap,0.5994,0.0,0.339,0.661,pos
2175,Yuna is so pretty ...,0.6269,0.0,0.493,0.507,pos
2176,"4:31 This is it !!! Alone
4:52 Dragon Beans",-0.4359,0.264,0.736,0.0,neg
2177,Yuna is so beautiful,0.7177,0.0,0.375,0.625,pos
2178,Oh Seung Hee Sense lol ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋ ㅋ,0.4215,0.0,0.641,0.359,pos
2179,I keep watching Seunghee's reaction,0.0,0.0,1.0,0.0,neu
2180,Seunghee Reaction ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Cute dog 넼 ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.4588,0.0,0.8,0.2,pos
2181,"1:39
It's so cute and strange that Hyo-Jung is plump, so I became a person who only sees the full version",0.422,0.09,0.741,0.169,pos
2182,Jimin,0.0,0.0,1.0,0.0,neu
2183,Pinkie ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Ah,0.0,0.0,1.0,0.0,neu
2184,I'm so cute,0.5095,0.0,0.378,0.622,pos
2185,I love it so much Eo ㅠㅠㅠ Every concept looks good TT ㅠㅠㅠ I will always support you ㅠㅠㅠ I love you TT TT TT TT TT ㅠㅠ,0.9325,0.0,0.6,0.4,pos
2186,"The drug video song keeps coming from my head,",0.0,0.0,1.0,0.0,neu
2187,"Hye-jung is hit by a thin hair.
As soon as I write it, Jimin's blonde + that emerald silk shirt combination ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ I love it ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ",0.6369,0.0,0.861,0.139,pos
2188,"Hyejung Barbie
I keep turning it like a doll ... ❤️",0.3612,0.0,0.762,0.238,pos
2189,Ah lol I broke it seriously at 3:48,-0.1779,0.398,0.354,0.248,neg
2190,"It looks like Solar is really like Jimin-puss
4:51 The expression on the door is like this sister.",0.7579,0.0,0.667,0.333,pos
2191,It's like Yuna's cartoon character. Eyes are big and cool.,0.5859,0.0,0.625,0.375,pos
2192,4:31 I can see why Lubbock is so friendly with the girls. Tension is up when everyone is surprised.,0.5742,0.099,0.643,0.258,pos
2193,"Seunghee, really cute",0.5095,0.0,0.378,0.622,pos
2194,4:31 ㅋㅋ No. Jimin's reaction to Lovelyz's and Oh My Girl's reaction temperature difference is funny ㅋㅋㅋ ㅋ This is a great response from Lovely's Americas alone ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋ ㅋㅋㅋ,0.5859,0.116,0.691,0.193,pos
2195,I want to keep listening to Jimin's rap.,0.0772,0.0,0.822,0.178,pos
2196,And Jimin's sister goes so well that she spills 500 million liters of old water ...,0.4101,0.0,0.845,0.155,pos
2197,3:48 and over,0.0,0.0,1.0,0.0,neu
2198,aoa you did so well ㅠㅠ ㅠㅠㅠ you did so well !!!!!,0.7684,0.0,0.601,0.399,pos
2199,"Hyun Seung-hee, I'm alone. Are you jealous of baby? Baby ~ This is so ridiculous ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㄱㄱ",-0.8042,0.34,0.66,0.0,neg
2200,"03:47 ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Ah look at Hyun Seung-hee, I broke the bread ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Are you jealous baby",-0.7003,0.254,0.746,0.0,neg
2201,"Seunghee, why are you so cute?",0.5949,0.0,0.564,0.436,pos
2202,"3:48 I'm jealous, baby, funny, funny, huh blah blah blah blah blah blah blah blah blah blah blah blah blah blah",-0.7003,0.698,0.123,0.179,neg
2203,"Oh, my real sister looks good with any styling.",0.4404,0.0,0.734,0.266,pos
2204,Are you jealously jealous? I thought it would have been better to decorate like a teen musical.,-0.1531,0.268,0.491,0.241,neg
2205,"Sexy, sexy, sexy, sexy",0.9274,0.0,0.0,1.0,pos
2206,Jimin sister is the best.,0.6369,0.0,0.488,0.512,pos
2207,1:11 General ... again ...,0.0,0.0,1.0,0.0,neu
2208,"4:35 Meesan, this is Meesan Show Me the Money! Are you really jealous of BABY TT",-0.5551,0.193,0.807,0.0,neg
2209,3:48 Mnet should create a reaction award and give it to Seung-hee.,0.6808,0.0,0.616,0.384,pos
2210,"Every time I sing a song, it's attractive",0.4404,0.0,0.633,0.367,pos
2211,Yuna's tone is so good. Sister I've been a fan since.,0.722,0.0,0.57,0.43,pos
2212,"Isn't the AOA CREAM name pretty?
I'm jealous baby I really listen",0.0516,0.197,0.592,0.211,pos
2213,It's so cute and easy that Jimin is a tree,0.7548,0.0,0.52,0.48,pos
2214,Oh TT TT TT eo TT TT TT TT TT TT TT TT TT TT TT TT TT TT TT TT,0.0,0.0,1.0,0.0,neu
2215,Having Jimin in the AOA is a real advantage.,0.25,0.0,0.778,0.222,pos
2216,And Jimin ㅠㅠㅠ,0.0,0.0,1.0,0.0,neu
2217,"Seunghee, are you jealous?
4:32 It's funny that people are complaining about it.",-0.2263,0.271,0.565,0.164,neg
2218,This is Mt. Mountain. This is ㅋㅋㅋ ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
2219,"4:32 Lovelyz, everybody's surprised, cute.",0.5994,0.0,0.38,0.62,pos
2220,"I'm so pretty, but I think I'm pretty alone.",0.669,0.173,0.345,0.482,pos
2221,Jimin seems to be full even though she's on stage alone.,-0.25,0.167,0.833,0.0,neg
2222,aoa real stats,0.0,0.0,1.0,0.0,neu
2223,Seung Hee drip power lol,0.4215,0.0,0.588,0.412,pos
2224,"And do this song ???? I'm surprised by the title, I'm surprised by the stage, I'm surprised by the Chanty rap three times",0.6868,0.0,0.75,0.25,pos
2225,aoa i love you and cheer you up ^^,0.8176,0.0,0.444,0.556,pos
2226,Yuna Cody is really,0.0,0.0,1.0,0.0,neu
2227,Oh ㅠ ㅠㅠㅠ Hyun Seung-hee ㅋㅋㅋ ㅋㅋㅋ MOSAN ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
2228,"Jimin's Unpretty is a rookie, but I've been debuting for a while, so I felt a bit more cautious, but now I'm feeling much more comfortable and show me all of my abilities. It wasn't right, so I ate it and now I don't have any comments",0.7964,0.042,0.768,0.19,pos
2229,Eoei's tracks Chocolate and Ten Seconds are also good dep. It was awesome when I called on stage !!!,0.8349,0.0,0.67,0.33,pos
2230,Yuna's clothes look really good,0.4927,0.0,0.556,0.444,pos
2231,AOA It's so cool ~ Just walk on the tree road ㅠ ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ ❤,0.4572,0.0,0.8,0.2,pos
2232,Jimin is not just a leader ...,0.0,0.0,1.0,0.0,neu
2233,"Wow, Jimin, who serves several meals by himself, is amazing.",0.8225,0.0,0.513,0.487,pos
2234,"This stage was all good, but Yuna catches my eyes especially ... I'm usually too calm, I'm so bored, I don't lose my mind. I'm younger than you.",0.624,0.09,0.671,0.239,pos
2235,I'm a big fan of Eo ㅠㅠㅠ I love you so much.,0.7579,0.0,0.552,0.448,pos
2236,I'm addicted ㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
2237,3:19 It's like Kim Heung-kuk living in Seung-Hee ...,0.3612,0.0,0.762,0.238,pos
2238,"Hyejung-Strawberry
Yuna-Orange and Citrus
Adoration-Mango and Lemon Mix
Jimin-Gatchimin Diva Tree",0.0,0.0,1.0,0.0,neu
2239,5:18 You're really surprised who wears the glasses on the right side here. ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.2944,0.0,0.886,0.114,pos
2240,Seunghee 얔 ㅋ ㅋㅋㅋ Are you jealous of Jimin's stage baby?,-0.4588,0.273,0.727,0.0,neg
2241,Mossan ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
2242,"Wow, you're scared",0.2263,0.377,0.13,0.494,pos
2243,You shouldn't wear clothes with Yuna's hairstyle .....? What's wrong with Hyejeong and Chanmi?,-0.5362,0.21,0.79,0.0,neg
2244,0:39 Back dancer,0.0,0.0,1.0,0.0,neu
2245,"I'm jealous, I've been so happy that I've been listening to it but I can't understand it.",0.2193,0.106,0.742,0.152,pos
2246,I'm really pretty,0.5413,0.0,0.364,0.636,pos
2247,"Cody, where are you going only to the stage?",0.0,0.0,1.0,0.0,neu
2248,Wow ......... and ㅠㅠ ㅠㅠㅠㅜ,0.5859,0.0,0.513,0.487,pos
2249,4:37 ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋ ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
2250,It's like a real teen hero,0.7269,0.0,0.33,0.67,pos
2251,Real memories ...,0.0,0.0,1.0,0.0,neu
2252,All of the appearances of the cast performers at 4:32,0.0,0.0,1.0,0.0,neu
2253,Solar lol I think it's an unpretty parody in the old days when I look at solar and puss.,0.4215,0.0,0.851,0.149,pos
2254,AOA is so good that everyone's voice is transparent and clear.,0.7462,0.0,0.587,0.413,pos
2255,Got Jimin !!!!,0.0,0.0,1.0,0.0,neu
2256,"Nobody:
Lovelyz: * shookt *
Mijoo: This is it ~~~ (i-geo-ji)
* mijoo is so hyper that day (if you watched ep. 8 and 9) *",0.0,0.0,1.0,0.0,neu
2257,I'm so pretty,0.5413,0.0,0.364,0.636,pos
2258,Seunghee's reaction is the Kilpo of this video,0.0,0.0,1.0,0.0,neu
2259,"Yuna is so good, she looks so good.",0.8168,0.0,0.445,0.555,pos
2260,Jimin is finally flying.,0.0,0.0,1.0,0.0,neu
2261,I'm so upset and see you again,-0.4391,0.325,0.675,0.0,neg
2262,"Oh, I'm awesome",0.6249,0.0,0.328,0.672,pos
2263,God Jimin Diva,0.2732,0.0,0.488,0.512,pos
2264,"The more I see this stage, the better",0.4404,0.0,0.674,0.326,pos
2265,"Wow, look at General Hyejeong's hair and costumes.",0.5859,0.0,0.648,0.352,pos
2266,Yuna's big sister feels so calm under the stage.,0.4572,0.0,0.728,0.272,pos
2267,God Jimin's DIVA part is really great.,0.7574,0.0,0.435,0.565,pos
2268,"Oh, Jimin is so cool. Clothes go well together. ♀ ‍♀️‍♀️ Yuna is amazing this time.",0.8356,0.0,0.574,0.426,pos
2269,"Jimin, do whatever you want to do.",0.0772,0.0,0.822,0.178,pos
2270,Is it funny that only I push push in the middle of the solar? ㅋ ㄱㅋ ㄱㅌ ㄱㄱㅋ ㄱㅋ ㄱㅋㅋ ㅋㅋㅋ,0.4404,0.0,0.861,0.139,pos
2271,"4:37 Mt.Mo, this is Mt.",0.0,0.0,1.0,0.0,neu
2272,God Jimin DIVA already dead and gone,-0.4939,0.377,0.439,0.184,neg
2273,"I went to the scene, but the original supervision was not responding to the audience, but Jimin's
I'm afraid.",0.4497,0.0,0.852,0.148,pos
2274,4:28 Lovelyz I was surprised but this week alone alone ~~! ~! ~ !! ~! ~!,-0.6925,0.331,0.591,0.078,neg
2275,"Are you jealous of my sister in the middle, baby who's lol?",-0.0516,0.19,0.633,0.177,neg
2276,Yuna looks so good ...,0.5777,0.0,0.517,0.483,pos
2277,"0:50 My Sujin, why are you doing so slippers with your feet?",0.0,0.0,1.0,0.0,neu
2278,"Stern back dancer, you've worked hard in Queendom. ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",-0.1027,0.123,0.877,0.0,neg
2279,The cream is so cute and reminds me of old days and Jimin's rap is really crazy.,0.2899,0.125,0.696,0.179,pos
2280,I'm addicted to this song and I keep looking for it ...,0.0,0.0,1.0,0.0,neu
2281,"Are you jealous in your head baby? No, but Seung Hee Moesandrip is really new.",-0.3818,0.217,0.783,0.0,neg
2282,"The styling guys are all in their own eyes ... In this song, I really love Yuna's voice.",0.6697,0.0,0.781,0.219,pos
2283,aoa I didn't think much about it but I've been so excited since Queendom. Relaxing on the stage is so pretty,0.9446,0.0,0.546,0.454,pos
2284,"Cha Hyun-seung, why are you so crazy?",-0.4795,0.342,0.658,0.0,neg
2285,"3:47 You're envious of Seung-hee, but I'm jealous of you, Babe. That's funny",-0.1779,0.286,0.515,0.198,neg
2286,Shout God God Jimin Diva !!!,0.6219,0.0,0.441,0.559,pos
2287,I was jealous and I really like this arrangement,-0.0534,0.278,0.463,0.259,neg
2288,"3:48 Seunghee, are you jealous, baby ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",-0.4588,0.273,0.727,0.0,neg
2289,ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Seunghee too,0.0,0.0,1.0,0.0,neu
2290,I'm jealous Baby keeps playing in the brain ㅠㅠ ㅠㅠㅠ choreography version is much better,0.1779,0.152,0.609,0.239,pos
2291,Isn't he a guy who works with the guy who is next to the back dancer,0.0,0.0,1.0,0.0,neu
2292,"Wow ..... I'm crazy, I'm doing a concert in AOA 걍 Queen's Entertainment show. I'm crazy.",0.4215,0.224,0.467,0.308,pos
2293,"AOA was good enough ❤❤❤
Are you jealous of AOA CREAM?
And fuchs is really good. Jimin swears. This is funny. LOL",0.8657,0.092,0.489,0.419,pos
2294,Sisters are good at rap ...,0.4404,0.0,0.633,0.367,pos
