,comment,compound,negative,neutral,positive,whether_pos_or_neg
1581,Jiho's voice is so clear and clean.,0.7453,0.0,0.441,0.559,pos
1582,Arin is like the youngest daughter of a house in the martial arts,0.3612,0.0,0.815,0.185,pos
1583,I did so well I did so well,0.584,0.0,0.455,0.545,pos
1584,"They are famous for their personality from the beginning to the end, but they have been famous for their toughness from the past, but this time, I felt sure that they felt good .. The reaction was so good and the goodness was so good.",0.9595,0.022,0.657,0.32,pos
1585,"3:15 and hyojeong? One ear was missing ;;;; If you're missing one side, it sounds like the outside sound, so you can get confused because it's confusing. You can see how accurate you've practiced and shrank.",-0.6249,0.204,0.736,0.059,neg
1586,Real story full,0.0,0.0,1.0,0.0,neu
1587,"I think it's the stage that made them feel more inspiring, and it made me think about the group called 'My Girl'.",0.4754,0.0,0.866,0.134,pos
1588,"No, it's a tiger statue. It's cool.",0.0258,0.259,0.471,0.271,pos
1589,Why are you crying?,-0.4767,0.508,0.492,0.0,neg
1590,It's lazy with ...,-0.3612,0.455,0.545,0.0,neg
1591,"I don't know how the broadcasters felt, but looking at the meeting and the output of the omgers seems like a perfect business brainstorming process. Oh, oh girl",0.8519,0.0,0.743,0.257,pos
1592,Seolhyun seems so sullen,-0.541,0.538,0.462,0.0,neg
1593,Proud to be an Asian,0.4767,0.0,0.563,0.437,pos
1594,"It's oriental, but it's not just a beautiful hanbok. It's like the navy blue martial arts in that historical drama",-0.2427,0.172,0.695,0.133,neg
1595,"But the real Om girl is Mong Hwan, I'm so good at digesting .. I'm doing a lot of votes. This is really hard than I thought .. Look at the mirror.",0.4675,0.051,0.837,0.112,pos
1596,The person who does 1 day 1 video because it is not gone yet?,0.0,0.0,1.0,0.0,neu
1597,0:44 It's so good that the escort warriors guarding this part of the girl don't say it when they first meet.,0.5777,0.0,0.842,0.158,pos
1598,"Is the Queen's stage so touching? It's not just appealing to people with love and sexy as a commodity on the stage, but to change the song of the other group to their color and to compose dance and stage with passion. You look so cool. I've been immersed all the time.",0.9151,0.0,0.786,0.214,pos
1599,I thought it was oh my girl song and I kept listening to it;,0.0,0.0,1.0,0.0,neu
1600,"4:21 Hyejeong: Mind hurts suddenly
Seolhyun: Already sick",-0.7506,0.516,0.484,0.0,neg
1601,Korean-style performance in Queendom was really the best choice,0.6682,0.0,0.641,0.359,pos
1602,"Oh My Girl, Lovelyz, and April always felt similar, and I didn't know who it was, but I only knew one central member.",0.0,0.0,1.0,0.0,neu
1603,"To be honest,",0.5106,0.0,0.377,0.623,pos
1604,It's really going to be a cover,0.0,0.0,1.0,0.0,neu
1605,"Since this stage and the rest of the stage I have been ......
I became a miracle",0.5859,0.0,0.774,0.226,pos
1606,"This is exactly the reinterpretation .. I can't think of Lovelyz while I'm on the stage. The kids are good, but the production team's ability is important.",0.7269,0.0,0.764,0.236,pos
1607,"Wow .. I don't really say anything.
Oh my girl!",0.6239,0.0,0.662,0.338,pos
1608,Wow I really wanna see you there ㅠ ㅠㅠㅠ Song really super sad,0.6823,0.174,0.413,0.413,pos
1609,It's the first time I've been crying while listening to a girl group dance song. Oh My Girl has created a new genre of K-pop. Congratulations.,0.4215,0.103,0.7,0.197,pos
1610,"Oh, it's the trend of the introduction. Only Omagall is possible. ㅠㅠ ㅠ ㅠㅠㅠ Real clothes Someone designed it .. It looks like a fusion hanbok mixed with traditional and modern.",0.3612,0.0,0.918,0.082,pos
1611,"It's a clear concept of Oh My Girl, but it melted in your own color and arranged and performance looked great. ㅠㅠ Because of the nature of the contest, everyone wants to make a strong concept, but I think it's broadening the diversity of the contest concept.",0.9169,0.0,0.775,0.225,pos
1612,"If you look at me like this, I'm going to listen to the rumors ...",0.3612,0.0,0.848,0.152,pos
1613,4:37 Here's Seunghee's high-pitched sound. Do you keep listening? This part is so good,0.5777,0.0,0.777,0.223,pos
1614,Talent group omgirl,0.4215,0.0,0.417,0.583,pos
1615,"I'm a larvae in the Joseon Dynasty. I'm already engaged to me, and I like coming with me, but I can't do it.",0.3818,0.0,0.833,0.167,pos
1616,Dance break Kim Mi Mi is not crazy ;;;,0.2584,0.0,0.797,0.203,pos
1617,"It reminds me of all kinds of drama escort warriors, and it's like Mr. Kim Tae-ri and Yoo seok-seok, and she's like a South and South Korean female escort warrior.",0.6124,0.0,0.844,0.156,pos
1618,It's true that this song is stolen,-0.1027,0.291,0.455,0.255,neg
1619,"I'm greedy, but I want to take a performance version in a place where I feel Korean tradition and upload it
I think it's a stage that expresses the feeling that is unique to Korea.
If this opportunity is known all over the world ...",0.7118,0.037,0.791,0.171,pos
1620,"Whenever I listen to Destiny, I feel like a hero in the drama of tears ... Oh My Girl's song was so good and I think Mimi Rap is the main point that makes the arrangement most compelling.",0.8788,0.044,0.675,0.28,pos
1621,It sounds so sad and attractive as Arin's voice is so strong compared to Omgirl's song ... 1:46 I was so surprised that my face was so hooked up,0.71,0.105,0.633,0.261,pos
1622,Wow ... it's the # 1 popular video ... Oh My Girl has been aware of it since the secret garden. It's a dreamy and self-group concept. I want Oh My Girl to have a good idea. I've seen it since my debut.,0.8689,0.0,0.759,0.241,pos
1623,I think it's the first time I've seen a stage full of soup since the previous bulletproof idol stage,0.0,0.0,1.0,0.0,neu
1624,"Subjective feeling that I summarized!
Hyo-Jung-Queen looking desperately for the king
Beanie-Favorite Concubines
Jiho-the escort warrior
Princess Seung-Hee-Queen's half sister, favorite man
Arin-Princess Who Loves Others
Infant-the first love that the king cannot forget
Mimi-A young girl watching everything
I enjoyed the historical drama ㅎㄷㄷㄷ",0.9332,0.046,0.64,0.314,pos
1625,The team that knows what they are good at,0.4404,0.0,0.734,0.266,pos
1626,I'm here to see the last choreography and the first Twilight choreography.,0.0,0.0,1.0,0.0,neu
1627,Oh my girl really dress up so well I think I'm so pretty ...,0.7819,0.0,0.616,0.384,pos
1628,"Finally, another legend stage will be born tomorrow.",0.0,0.0,1.0,0.0,neu
1629,"I think that beanie is a real hidden gem ㅠㅠㅠ Strong voice at the bottom of the chorus, the feeling that heightens the feelings that are so good. ㅠㅠ Oh my girls, each one is perfect position distribution",0.905,0.0,0.723,0.277,pos
1630,It's so good anytime ~,0.4927,0.0,0.484,0.516,pos
1631,"I really like it since my debut, but it's finally coming up. I love you so much.",0.827,0.0,0.628,0.372,pos
1632,"Destiny's last choreography Twilight was the beginning of the choreography, I came back to see the creepy.
It's great to see Destiny again.
Destiny and Twilight.",0.6249,0.0,0.854,0.146,pos
1633,"Lovely girls who threw the original song in their own color, or overlapped with the original song, but avoided that the concept was similar.",0.1531,0.108,0.694,0.198,pos
1634,So cool ㅠㅠ,0.3804,0.0,0.435,0.565,pos
1635,No You're not going to watch YouTube,-0.296,0.268,0.732,0.0,neg
1636,"Attendance before Twilight tomorrow ~ Finally tomorrow ...!
+ Twilight Sound Release Gold AM 0:00
Comeback song is pm 12:00! Please listen a lot ~",0.4374,0.0,0.874,0.126,pos
1637,"I'm so sorry, but I'll be listening to these versions in the future.",-0.0763,0.098,0.902,0.0,neg
1638,"These days, there are a lot of shops. So love you oh my",0.6697,0.0,0.71,0.29,pos
1639,"Solka Lovelyz wants to show only gall, but oh my girl doesn't like gall but it's a different concept",-0.395,0.136,0.864,0.0,neg
1640,Why did Oh My Girl win the song with the cover song?,0.5859,0.0,0.743,0.257,pos
1641,"One thing I'm sorry about is that Destiny is such a good song, but there's no chance to announce the song of Ohm Girl.",0.128,0.144,0.693,0.162,pos
1642,"I always call Destiny when I go to karaoke, but I don't know why.",0.0,0.0,1.0,0.0,neu
1643,Ooh oh my girl,0.0,0.0,1.0,0.0,neu
1644,Asians are also the most beautiful when it comes to oriental culture ....,0.6361,0.0,0.741,0.259,pos
1645,"I really found Oh my girl ... How many times do you see this? No matter how good the song or the stage is, it's harder to get tired of watching the same video for more than a month.",-0.34,0.127,0.778,0.094,neg
1646,Oh my girl is wise. It's impossible to compete with a sexy girl crush anyway between kids and Mao aoa but it suits them well and they do what they can do well.,0.8047,0.034,0.713,0.252,pos
1647,I didn't know the original song because I didn't hear the lyrics well but I saw today's sad song.,-0.6226,0.279,0.644,0.077,neg
1648,03:40 Ompong lethal dose,0.0,0.0,1.0,0.0,neu
1649,Oh my girl's best members' advantage is to recreate the facial expression according to the song concept ㅠㅠ Really the best ㅠㅠ Really smart and awesome !!,0.9603,0.0,0.545,0.455,pos
1650,"Oh, I didn't know how much Oh My Girl was. ㅠㅠㅠ A program called Queendom was saved. I know all my Oh My Girls now!",0.4753,0.0,0.872,0.128,pos
1651,"These guys are really smart because they can't dance because of their injuries, so they show their faces in the opening, the second half, and the ending.",0.4576,0.0,0.897,0.103,pos
1652,Twilight stage and see it again .. Destiny Ending and Twilight Opening,0.0,0.0,1.0,0.0,neu
1653,"Queendom shows how much talent and creative ideas omg have, I'm really proud of themm ㅠㅠ YESS THEY DESERVES MORE RECOGNITION",0.8439,0.0,0.664,0.336,pos
1654,"Oh my girl before I see Queendom? lovelyz? I've heard that Oh My Girl is an infant, Lovelyz doesn't know anyone except the Americas, and if they look at the group name, aren't they similar groups?
I thought
TT After looking at the Kingdom, whatever the annual
The two look similar, but the reality is completely different",0.0,0.0,1.0,0.0,neu
1655,Oh my girl seems to know exactly what the public likes. Always pick the best from their concept. I know very well what to do with them. Oh my girl thinks it 's a good thing that Queendom came out.,0.9061,0.0,0.734,0.266,pos
1656,I feel so ignorant of myself who didn't know the greatness of Korean traditional music,-0.3384,0.155,0.845,0.0,neg
1657,It's like bare feet are a godsend.,0.743,0.0,0.388,0.612,pos
1658,"Anyway, November ..... Am I still coming to see ..... ????",0.0,0.0,1.0,0.0,neu
1659,"Ah, why are you so shy ??? ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",-0.4864,0.195,0.805,0.0,neg
1660,"I like this better than the original
ㄹ ㅇ This concept, I will be really excited",0.8553,0.0,0.435,0.565,pos
1661,4:52 Hyo-jung was hit by a towel. It's cute ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅠㅠ,0.4588,0.0,0.786,0.214,pos
1662,"Even if this song was staged like this, it would have been a wink",0.3612,0.0,0.828,0.172,pos
1663,"1:38 Wow, I'm crazy. So pretty. I'm crazy.",0.5413,0.298,0.249,0.453,pos
1664,"I think it's a stage that shows the newness while maintaining the team color of Oh My Girl. From the arrangement of the historical drama, the vocals and the rap were all perfect stages ..",0.5719,0.0,0.896,0.104,pos
1665,"Oh my girl is so good and pretty
The infant sister is injured in her leg Gredo, you're not dancing too.
Other members of the fight
Good night ♥♥♥♥♥♥",0.7008,0.135,0.609,0.256,pos
1666,I don't forget this stage yet.,0.1695,0.0,0.706,0.294,pos
1667,Oh my girl is just this.,0.0,0.0,1.0,0.0,neu
1668,It looks like a real musical,0.3612,0.0,0.615,0.385,pos
1669,"I don't know how many times I'm going back ㅋㅋ Oh my girl on Destiny's stage, I suddenly wanted to run a sad and proper drama drama.",-0.4767,0.119,0.881,0.0,neg
1670,The introduction is so good.,0.5777,0.0,0.517,0.483,pos
1671,"When we're in our teens and twenties
Like looking back at the ses pink now
Now, in my teens, 20s, 20 years later, as I grew older,
Will you recall now ???
The fortress idol will be there
There are so good idols that everyone can make good memories, including me.
Best",0.9405,0.0,0.761,0.239,pos
1672,I think I know why the fans have to leave more ㅠㅠㅠ I still think I've gotten a lot of Oh My Girl but I have to leave more.,-0.1027,0.098,0.902,0.0,neg
1673,"It's really cool
I've been listening for a month",0.3804,0.0,0.73,0.27,pos
1674,Usually it's a cover song and it's right .. It's just a good song. Overwhelming,0.4404,0.0,0.805,0.195,pos
1675,I didn't know it was such a good song,0.4404,0.0,0.674,0.326,pos
1676,"Lovelyz and Oh My Girl are the same color, but when you look at the Queendom, the idea is completely reversed. ...",0.0,0.0,1.0,0.0,neu
1677,"I really like Seunghee, but it makes you feel better. Oh my girl.",0.6953,0.0,0.635,0.365,pos
1678,It's really so awesome. Why are you crying?,0.5407,0.211,0.408,0.38,pos
1679,I can't think of the original Lovelyz song.,0.3182,0.0,0.723,0.277,pos
1680,Views higher than original,0.3182,0.0,0.566,0.434,pos
1681,"Arrangement victory, mood victory, and vocal victory. The rap is really in place.
At least at this moment, Destiny's owner is Oh My Girl. Nice and nice
The narrative melted.",0.6808,0.0,0.833,0.167,pos
1682,"As I live, I write something because 'knowing' is sometimes very important.
I don't know if you'll see this
We thanked and thanked the WM staff who would have been working hard on the concept meeting for this stage. Queendom staff.
And we thanked and thanked the young men who made the effort into reality. ♥",0.9061,0.023,0.753,0.224,pos
1683,I like listening to more because I like singing,0.6124,0.0,0.5,0.5,pos
1684,Really .. I fell in love,0.6369,0.0,0.488,0.512,pos
1685,"If you look at the bungee, you can feel the ability to convey emotions. When I look at the bungee, I smile unknowingly, and when I watch this video, I am watching with my face.",0.5859,0.0,0.858,0.142,pos
1686,"It's a bit chewy at the end of the stage, and it's creepy at the end.",0.0,0.0,1.0,0.0,neu
1687,I love you the best,0.8555,0.0,0.192,0.808,pos
1688,There's not much talk about Beanie.,0.0,0.0,1.0,0.0,neu
1689,"I don't call it like caustic but almost like true, and Seunghee's treble.",0.0161,0.256,0.545,0.199,neg
1690,"Oh my girl is smart. The atmosphere is different while taking the original style. It's better to do that .. It's better than unconditionally showing a strong figure. This stage concept is different and looks good, so I'm looking forward to the next stage. And I didn't know that Hyojung was good at singing.",0.9578,0.0,0.693,0.307,pos
1691,"I really liked the original song and I loved the Lovelyz and Oh My Girl, but I watched this stage at least once in the morning while I was talking.❤ The composition is very nice and it was so good.",0.9385,0.0,0.666,0.334,pos
1692,This is my color. It's better than the original song.,0.6369,0.0,0.606,0.394,pos
1693,Wow ... emotions ... I'm going to tears. I didn't know it was a lovely song.,0.7717,0.093,0.537,0.371,pos
1694,Wow. What is this?,0.5859,0.0,0.441,0.559,pos
1695,It's no exaggeration to say that Om flipped the stage as there are a lot of inflows into this stage.,-0.296,0.109,0.891,0.0,neg
1696,"Real chew dreamy, powerful, sad and eye catching",-0.0772,0.261,0.504,0.235,neg
1697,I'm good at Korean girl groups.,0.4404,0.0,0.633,0.367,pos
1698,This is the real tiger statue in the world. This is the crown that will become king. It's a joke at the center when I really start .... Jiho The central part tone of my day is so good and real. I wish ... I had a lot of parts ... ㅠㅠ ㅠㅠㅠㅜ,0.8244,0.0,0.839,0.161,pos
1699,We're so good at Mimi.,0.4927,0.0,0.556,0.444,pos
1700,Mimi always has a lyrical and powerful rap that doesn't seem to ruin the music.,0.707,0.0,0.671,0.329,pos
1701,"Idol didn't know well, but I accidentally watched and listened because I liked it all day. The song is so lyrical that I'm going to cry.",-0.6068,0.268,0.618,0.114,neg
1702,Oh my girl cast your song,0.0,0.0,1.0,0.0,neu
1703,"My classmate showed me this video to cool my hair in class.
I'm looking at my hair .... I'm really funny ... lol I'm really good at singing.",0.8945,0.0,0.671,0.329,pos
1704,It's Destiny,0.0,0.0,1.0,0.0,neu
1705,"02:15 Kids look
I'm in love and what are you doing?",0.6369,0.0,0.704,0.296,pos
1706,"I honestly didn't like Oh My Girl, but I saw this. I really liked it.",0.6792,0.093,0.539,0.368,pos
1707,Are you crazy about supporting bananas with these kids?,0.128,0.195,0.569,0.236,pos
1708,Whenever you come in,0.0,0.0,1.0,0.0,neu
1709,The reason why Seunghee pronounced Gravity in the sound source and Gravity on the stage is that it doesn't feel like a historical drama if he rolls the pronunciation too much. I have to make a Destiny Award.,0.3378,0.055,0.855,0.091,pos
1710,"Even if the main dancer is injured, the stage quality is about this !!",-0.508,0.202,0.798,0.0,neg
1711,I hope you see a lot of foreigners.,0.4404,0.0,0.633,0.367,pos
1712,"Mimi is a main dancer like an infant, but instead of an infant who missed the stage due to leg injuries, it's good to have a rap and dance center.
Infant Boys revives in the wisteria scene, and there are many parts of the beanie that parts distribution has always been disappointing.",0.2263,0.116,0.736,0.147,pos
1713,1:56 aoa facial expression too good,0.4404,0.0,0.633,0.367,pos
1714,I'm going to watch a musical on the stage of my girl group,0.0,0.0,1.0,0.0,neu
1715,"If you've seen one day by accident, I know, but it'll be perfect as a historical drama ost.",0.6124,0.097,0.664,0.239,pos
1716,"Every time I see this, I get wrinkled on my forehead
Oh my girl adds wrinkles ....",0.0,0.0,1.0,0.0,neu
1717,I kept looking and focused on the escort plot for the first time this time.,0.3818,0.0,0.833,0.167,pos
1718,Attitude is the first place to go to participate in the contest.,0.0,0.0,1.0,0.0,neu
1719,I really like this,0.4201,0.0,0.417,0.583,pos
1720,0:58 Did you think Oh My Girl used to change the song as well as they did? Otherwise you can't get this reaction,0.2732,0.0,0.913,0.087,pos
1721,"It is the first time to see a song that is better than live music .. ^^ ♡
I don't know how many times",0.4404,0.0,0.873,0.127,pos
1722,Is it more true than the Lovelyz MV?,0.4754,0.0,0.694,0.306,pos
1723,Amnet not going to produce now?,0.0,0.0,1.0,0.0,neu
1724,I know how to sing a song,0.0,0.0,1.0,0.0,neu
1725,I think I've found Oh My Girl to be an idol who sings well.,0.2732,0.0,0.851,0.149,pos
1726,The girl idol was so good (super cool).,0.5777,0.0,0.652,0.348,pos
1727,"It's a month to me ... A month to Earth, but a month to the moon ..........",0.0,0.0,1.0,0.0,neu
1728,"Listen to your agency ... Oh My Girl, come out in a historical drama with the next concept ...",0.0,0.0,1.0,0.0,neu
1729,2:53 Is he crying?,-0.4767,0.508,0.492,0.0,neg
1730,"Wow. I've seen this so far. In fact, it was originally but it was again. It's so good.",0.8182,0.0,0.681,0.319,pos
1731,"The vocal hop is so good .. Not to mention mevodual, the beanie tone is surprisingly hard, and it feels like a spleen.",0.793,0.05,0.647,0.303,pos
1732,How many times do you see this?,0.0,0.0,1.0,0.0,neu
1733,Wow..,0.0,0.0,1.0,0.0,neu
1734,Why aren't you talking about rap? ㅠㅠ Lyrics are so sad and choreographed by one's own hands are so pretty and facial expressions are so good.,0.5949,0.115,0.66,0.225,pos
1735,"Jiho is like an escort warrior, and infant? Is like a young princess who grew up forever.",0.6124,0.0,0.737,0.263,pos
1736,"Now I listened to it. Oh, it was a cover song. Om girl! This is just a song",0.0,0.0,1.0,0.0,neu
1737,"I think it's 1st, but there aren't so many views, but if you look at the comments, there are almost no foreigners. I love you",0.6179,0.082,0.73,0.188,pos
1738,All the voices are pretty,0.4939,0.0,0.556,0.444,pos
1739,"Following Destiny, Twilight will show you how great Oh My Girl is. This is not only a stage but also a concept meeting and mindset.",0.3716,0.0,0.896,0.104,pos
1740,"And vocals are great ..... I want to keep watching ... ㅠㅠㅠ Originally the vocals of Oh My Girl songs are different from the vocals. .. It was different from other teams that were really good ㅠㅠㅠ Dongyang .. It was so well expressed Jin 짴 ㅋㅋㅌㅋ ㅋㅋㅋ ㅋㅋㅋ Nothing to compliment more .. I liked it more.
Can I watch a musical on the other hand for free? Suddenly, my will to practice suddenly 욬 ㅋ ㅋㅋㅋ Please start my role model today.",0.9621,0.027,0.725,0.248,pos
1741,"Wow, I heard this song .. I listened to it five times. I endured the crying. Arranged the melody.",0.1779,0.148,0.67,0.182,pos
1742,"3:26 I don't know who, but it's obvious that I've broken out with one of the girls. ,,,,,,",-0.631,0.206,0.794,0.0,neg
1743,Creepy Spreading ㅣ쳑,0.0,0.0,1.0,0.0,neu
1744,"Even though I'm not a fan, how tears did Oh My Girl cry",-0.5261,0.322,0.572,0.106,neg
1745,"Seung-hee's acting is really good. There's nothing awkward.
Real advantage",0.4399,0.13,0.523,0.347,pos
1746,Bulletproof bone marrow Ami doll is oh my girl.,0.0,0.0,1.0,0.0,neu
1747,I wasn't interested in Ohmy before I saw Queendom.,-0.3089,0.273,0.727,0.0,neg
1748,It is the moment when Lovelyz is defeated and the girlfriend enters the territory. I'll have to redraw the map.,-0.4767,0.14,0.86,0.0,neg
1749,"I didn't know Oh My Girl well until I saw Queendom, but I really liked it. It's hard to make it so pretty.",0.8948,0.055,0.552,0.392,pos
1750,The original singer should reflect on this song.,0.3182,0.0,0.753,0.247,pos
1751,"It goes with the lyrical atmosphere of the historical drama ~
Like a good interpretation",0.6597,0.0,0.671,0.329,pos
1752,Goose bumps ten times. Tears come out.,-0.2263,0.241,0.759,0.0,neg
1753,"I thought the contest had to be hard and crush, so I thought Oh My Girl could be hard on a program called Queendom.",-0.34,0.196,0.804,0.0,neg
1754,"I'm not a fan, but I want to see Seung-hee acting.",-0.2057,0.287,0.713,0.0,neg
1755,"3:31 Wow, this is a true word.",0.765,0.0,0.377,0.623,pos
1756,"I feel every time I see Queendom
Why are all the background lights?",0.0,0.0,1.0,0.0,neu
1757,1:55 I'll cry Yuna.,-0.4767,0.508,0.492,0.0,neg
1758,"It's my pick, but I like it better than the original",0.8765,0.0,0.411,0.589,pos
1759,Mama told me that I don't like this and Ryan .... Really good.,0.2693,0.138,0.653,0.209,pos
1760,I didn't even know there was no infant on stage ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ I was singing while I went to the sub-stage. I didn't feel like someone was missing for a moment. The stage was really tight.,-0.6715,0.183,0.817,0.0,neg
1761,Jiho looks like Kim Jong-seo's granddaughter.,0.3612,0.0,0.667,0.333,pos
1762,Isn't it the original oh my girl song?,-0.2411,0.219,0.781,0.0,neg
1763,"This time, transliteration and perfection",0.5719,0.0,0.519,0.481,pos
1764,"At first I was against Queendom, but I think Oh My Girl will be a stepping stone to higher ground.",0.0,0.0,1.0,0.0,neu
1765,Lovelyz lost the song.,-0.3182,0.434,0.566,0.0,neg
1766,Please wear this headset and listen,0.3182,0.0,0.685,0.315,pos
1767,It's like a real genius that the infant's legs are injured and the stage moss is made in a single scene.,-0.0516,0.122,0.766,0.113,neg
1768,"Honestly, it's better than the original",0.802,0.0,0.268,0.732,pos
1769,I can only see Seung-Hee. I'm sorry for the others. He's so good.,0.5332,0.086,0.665,0.249,pos
1770,"Oh my girl, oh my girl ... Oh my girl, I'm not tired",0.3412,0.0,0.833,0.167,pos
1771,"Wow, this is the quality that you can go to Daejeon",0.5859,0.0,0.725,0.275,pos
1772,"Each member is good
I can't like the team.
I noticed when the closure came out",0.1999,0.124,0.705,0.17,pos
1773,"The more I look at it, the more I feel good with this beanie",0.4902,0.0,0.776,0.224,pos
1774,"Oh my girl has a really good team balance. Every member has to balance .. So no matter what concept you come to the center, there's no sense of anxiety. All..",-0.2766,0.184,0.69,0.126,neg
1775,"Come see me again !! When I drive lately, I only listen to my songs ~~ !!!",0.0,0.0,1.0,0.0,neu
1776,Oh my girl and AO are the ones who see the queen's eyes most of the time.,0.0,0.0,1.0,0.0,neu
1777,4:36 Seunghee's treble ... I want to be woven with Seunghee ...,0.0772,0.0,0.885,0.115,pos
1778,"Last week, AOA eats all my girls this week.",0.0,0.0,1.0,0.0,neu
1779,Oh My Girl gets the best results with minimal stage effects.,0.6369,0.0,0.704,0.296,pos
1780,"Hyojung at the end lol
I've seen it now.",0.4215,0.0,0.741,0.259,pos
1781,Really awesome,0.659,0.0,0.185,0.815,pos
1782,Oh really TT TT TTT TTT TTT TTT,0.0,0.0,1.0,0.0,neu
1783,This is a Korean one. I'm so indulged in a historical drama because of Oh My Girl.,0.0,0.0,1.0,0.0,neu
1784,3:40 Here choreography dogs,0.0,0.0,1.0,0.0,neu
1785,I really like the song.,0.4201,0.0,0.518,0.482,pos
1786,"I wasn't a fan, but it was a great performance stage .. I really made arrangements and stages. I was really impressed. I was really impressed with this song. Write six times ㅋ ㅋㅋㅋ ㅋㅋㅋ",0.9464,0.037,0.595,0.368,pos
1787,Yunsang wasn't wrong.,0.3724,0.0,0.439,0.561,pos
1788,I feel like I'm getting so sad,-0.3593,0.38,0.381,0.238,neg
1789,"Oh my girl on the stage, I'm always sad that Seunghee's reaction doesn't taste good ....",-0.6711,0.282,0.718,0.0,neg
1790,"If you rap into a lyrical song, it can be weird if you don't get it wrong. It looks like you have a rap in the original song. You really got along with the ballad rap.",0.6862,0.044,0.768,0.188,pos
1791,I came to see you again,0.0,0.0,1.0,0.0,neu
1792,"No, but only I think Oh My Girl and Lovelyz are distinctly different ..? Oh my girl, it's sunny, and I think that only my girl can digest",0.4767,0.055,0.819,0.126,pos
1793,Good ~,0.4404,0.0,0.0,1.0,pos
1794,I'm here for a blood transfusion,0.0,0.0,1.0,0.0,neu
1795,"No, no, no, no, no, no.",-0.8807,1.0,0.0,0.0,neg
1796,I took the cover and stole the song ...,0.0,0.0,1.0,0.0,neu
1797,"? Why didn't you call me? Honestly, I'm doing it at Mamnet, so I thought I'd call all the groups on Queendom.",0.5204,0.0,0.85,0.15,pos
1798,"Om girl .. Wow .. Honestly, I didn't know who it was and I wasn't interested ... It's crazy. Looking back over and over again. Came to see the Queen's Taid Idol and fell in love with her. What was it? I'm really good at this",0.8894,0.082,0.668,0.25,pos
1799,2:53 Why are you trying to cry ...?,-0.4767,0.307,0.693,0.0,neg
1800,"For reference, the cover song contest was in August. As a side note, August was the month when Oh My Girl came back and worked as a street address.",0.0,0.0,1.0,0.0,neu
1801,"4:09 4:37 I'm really creepy, I keep coming back to see",0.0,0.0,1.0,0.0,neu
1802,"Is this song so sad? I need to go listen to the original song
I think it's good",0.0538,0.18,0.586,0.234,pos
1803,"Jiho looks at the song very well ...
Unlike other members, I have almost no expression, but my eyes are very strong and firm.
Feeling like watching a character in a movie, not a song, in a poisonous Zhopart 3:05",0.9341,0.032,0.63,0.338,pos
1804,I'm not tired at all for lunch and dinner every morning,0.3412,0.0,0.806,0.194,pos
1805,"I arranged the original song beautifully, but what was the feeling of Lovelyz in real time?",0.5789,0.0,0.676,0.324,pos
1806,Queendom's Biggest Victims Lovelyz,-0.3182,0.434,0.566,0.0,neg
1807,Is this the famous memory manipulation stage? I don't remember how many times I saw you. I'm Park Mal-sook. Don't like my baby. I'm going to marry my youngest son.,-0.5122,0.142,0.858,0.0,neg
1808,Why is there no full cam only in the second contest?,-0.296,0.18,0.82,0.0,neg
1809,"Wow, it's still hitting.",0.5859,0.0,0.441,0.559,pos
1810,It's a lot better than the original one.❤❤,0.6369,0.0,0.49,0.51,pos
1811,"It's been the best stage ever since my debut .... I really don't know how many times I watched it today..I was the one who originally supported my song and listened to the song. There are so many famous songs such as closures, two feet, windy day, and secret gardens. Especially closures are a waste of music not to run backwards ... You need to be full even though you are not the main dancer because of an ankle injury. Seung Hee is a voice that looks so good on this song, and Vinnie is immersed in the song because the tone is the prettiest and husky among the sub vocals I saw. The song was clear and elegant with a clear, jade-like voice in the middle, Mimi was so wonderfully arranged rap, Arinne was so fairy and well suited to the song itself, and the toddlers had a nice beginning and end, This is the best",0.9845,0.033,0.763,0.204,pos
1812,I can't think of the original song ... I've been watching the original song.,0.5574,0.0,0.705,0.295,pos
1813,"This contest is like a real Oh My Girl coming out from here. It's a song, so it goes well with the historical drama.",0.5945,0.0,0.804,0.196,pos
1814,The stage is about 200 times better than the sound source,0.4404,0.0,0.775,0.225,pos
1815,I don't know if this stage is really forgotten ... Invite me from Mama This stage is hard to come back ㄹㅇ,-0.1851,0.153,0.767,0.079,neg
1816,"Oh my girl had a crush on the real Queendom
I feel like I'm just watching Queendom ...
I thought it was a common group at the beginning of my debut
After listening to each other
I'm crushing and I'm looking for my girl
Because of Queendom, the stage is really my taste
Each member is attractive
Because of his scheme
It's really in my mind
in conclusion ...
Oh my girl. I hope it's great !!!
I love you sisters !!!!!",0.94,0.045,0.759,0.196,pos
1817,Park Bom admitted (they're so good),0.1027,0.0,0.781,0.219,pos
1818,The composition and choreography is so cool How many times have you heard?,0.4572,0.0,0.8,0.2,pos
1819,"Only Jiho is so good ?? That's how my hair is done, so I've already watched a drama drama where a mistress who has a story already dressed as a gallery and lives as a gallery ㅠㅠ",0.625,0.0,0.883,0.117,pos
