,comment,compound,negative,neutral,positive,whether_pos_or_neg
738,And goose bumps,0.0,0.0,1.0,0.0,neu
739,But it's really like his song.,0.4201,0.0,0.642,0.358,pos
740,Really .. My skills are the same.,0.0,0.0,1.0,0.0,neu
741,"Stand out alone
It looks like a red rose with a very thick stem
The thorns are going to be so sharp and very fascinating.",0.6478,0.071,0.707,0.222,pos
742,Park Bom is so pretty and sings really well ♥♥,0.7586,0.0,0.551,0.449,pos
743,I love you spring,0.6369,0.0,0.323,0.677,pos
744,Sincere viewers should vote 50 each other 50,0.4019,0.0,0.722,0.278,pos
745,"Park Bom's tone is getting tired, 1:06 Minni's feet are so cute ㅋㅋㅋ ㅋㅋㅋ",0.2421,0.155,0.639,0.206,pos
746,"Who saw this ㅋㅋㅋ ㅋㅋㅋ Park Bom Han is looking for a man again
I think I'll kill you when you come. ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",-0.6908,0.17,0.83,0.0,neg
747,"No, I don't think it's not that Park Bom will play against them.",0.0516,0.151,0.685,0.164,pos
748,"It's yellow, but it's really good with Park Bom",0.6474,0.0,0.651,0.349,pos
749,"I don't know this channel, but the Park Bom fan base isn't old enough to see the concert there.",0.4497,0.0,0.852,0.148,pos
750,Park Bom is so cool ㅠㅠ I'm so tired of addictive poses,-0.1901,0.224,0.598,0.179,neg
751,I was really good at arranging it so when I first heard it I thought it would be at least third,0.4927,0.0,0.842,0.158,pos
752,Oh I missed you so much,-0.296,0.355,0.645,0.0,neg
753,"It's great to fill this stage tightly by yourself.
Park Bom possible",0.6249,0.0,0.728,0.272,pos
754,Ahhhhhhahahaha 3:11 My face is really ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
755,I don't think that Park Bom is dead,-0.6486,0.417,0.583,0.0,neg
756,"Park Bom is addictive Oh, I'll forget you, woo woo ~~~ I knew how to do it, but I'll do it ㅠ ㅠㅠㅠ ㅠㅠㅠ",0.3919,0.059,0.774,0.167,pos
757,"Pak Bom is really unique. Honestly, I didn't know how to digest this song with my own. It may have been a burden to appear in this program, but as a result, it seems to be a good opportunity for Park Bom and tears from the last 2NE1 sign.",0.7498,0.08,0.741,0.179,pos
758,I want to really applaud the artists who keep choosing the legend stage regardless of the ranking. ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ,0.5563,0.0,0.787,0.213,pos
759,2:23 Cheetah looks tired ...,-0.4404,0.42,0.58,0.0,neg
760,The voice is so attractive,0.5777,0.0,0.517,0.483,pos
761,"He and the middle age Cheetah rap is very relaxing, but it's much better than a quick rapper.",0.7267,0.0,0.711,0.289,pos
762,"Wow, crazy songs and stage dogs .. when you ~",0.34,0.182,0.53,0.288,pos
763,3:12 LOL,0.5473,0.0,0.221,0.779,pos
764,"I like the original, but I like it",0.6858,0.0,0.311,0.689,pos
765,Spring sisters are so cool ㅠ ㅠㅠㅠ Tomorrow I'm normal to see only spring sisters ㅠㅠㅠ,0.4572,0.0,0.824,0.176,pos
766,Cheetah's real voice is so pretty.,0.6269,0.0,0.548,0.452,pos
767,Wow ~ !!,0.658,0.0,0.186,0.814,pos
768,2:55 with,0.0,0.0,1.0,0.0,neu
769,"Park Bom, I'd like to have a record with this concept ㅠㅠㅠ",0.3612,0.0,0.8,0.2,pos
770,And the tone is really unique.,0.0,0.0,1.0,0.0,neu
771,2:22 Something cool,0.3182,0.0,0.465,0.535,pos
772,"If CL came out in the rap part, it would have become a legend in the real legend ,,,,",0.0,0.0,1.0,0.0,neu
773,Legendary Girl Group Main Vocal Class,0.0,0.0,1.0,0.0,neu
774,3:12 LOL,0.5473,0.0,0.221,0.779,pos
775,"Park Bom keeps rankings so low
When it comes to the hit song, the microphone sound",-0.4101,0.155,0.845,0.0,neg
776,"After singing this song, I didn't have any mind, so I raised my hands for my head and made a crown.
In the meantime, forgetting 2NE1 is deeply embedded in my heart.",0.0,0.0,1.0,0.0,neu
777,So cool .... !!!! ♥,0.5805,0.0,0.444,0.556,pos
778,02:17 The cheetah is crazy!,-0.4003,0.402,0.598,0.0,neg
779,"Wow, it's really crazy. It's not a contest. It's like a private concert.",-0.0008,0.289,0.482,0.229,neg
780,Doesn't Queendom hate Park Bom?,0.4585,0.0,0.572,0.428,pos
781,2:31 The bread in my hand looks good.,0.7269,0.0,0.496,0.504,pos
782,Park Bom's tone is really ... late.,0.0,0.0,1.0,0.0,neu
783,Do it with Charin at Mama.,0.0,0.0,1.0,0.0,neu
784,"Oh, it's so cute at the end of the spring.",0.5949,0.0,0.7,0.3,pos
785,I like this cover! This is so beautiful! I like Park Bom! So pretty ~~~,0.9367,0.0,0.385,0.615,pos
786,Better than the original song,0.6369,0.0,0.366,0.634,pos
787,"No matter how I arranged it, I'm digesting all the vocals that I sing, but it's not really Queen.",-0.1406,0.091,0.85,0.059,neg
788,"Oh, I love you so much. You're so pretty.",0.8525,0.0,0.419,0.581,pos
789,One of my favorite songs is Park Bom ㅠㅠ ㅠㅠㅠ Why did you see this now?,0.4588,0.0,0.833,0.167,pos
790,It's like a queen,0.3612,0.0,0.444,0.556,pos
791,"I can't ignore the real wamba. I'm walking around the stage without vigorous dances or effects, and choreographing the stage with only singing ability and tone. I'm a real queen. I think I came out ...",0.5283,0.0,0.872,0.128,pos
792,"At this point, the voting audiences doubt the eyes.",-0.3612,0.238,0.762,0.0,neg
793,I didn't know her sister is so pretty. I don't understand,0.6269,0.0,0.66,0.34,pos
794,This should be number one.,0.0772,0.0,0.755,0.245,pos
795,Wow,0.5859,0.0,0.0,1.0,pos
796,"I do not understand Park Bom ranking.
I see it because of Park Bom ...",0.0,0.0,1.0,0.0,neu
797,Ah ... the singer named Park Bom is really yuu ~~~~,0.0,0.0,1.0,0.0,neu
798,"Park Bom Tone is so good
Never come out of an idol again",0.5777,0.0,0.762,0.238,pos
799,"Wow, the neck care is good.",0.872,0.0,0.233,0.767,pos
800,Real digestive power,0.0,0.0,1.0,0.0,neu
801,"(Cheetah appearance)
So-yeon Jeon: Cheetah-chan !!!!!!!
Jimin: ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.0,0.0,1.0,0.0,neu
802,"Park Bom, but I think I'm just watching his song .... Everyone can't help but think of the original song.
+ Why is this fifth? I'm joking, but I thought it was at least third .....;",0.3427,0.076,0.786,0.139,pos
803,"Oh, the song is addicted.",0.0,0.0,1.0,0.0,neu
804,"Cheetah, Park Bom is a collaboration of artists I really like.",0.4201,0.0,0.741,0.259,pos
805,"Oh, I did really well.",0.3384,0.0,0.556,0.444,pos
806,"Does it mean that this stage is lower than the level
Paper airplane, Autotune is not for putting on the microphone, but for mr. do",-0.1531,0.062,0.938,0.0,neg
807,3:23 Wow .........,0.5859,0.0,0.345,0.655,pos
808,I was really frightened to see the rankings. Lovelyz wasn't even arranging a contest but just a long-term pride level. Let's Queendom,0.2508,0.094,0.766,0.14,pos
809,"The other teams are with their teammates, so there's something to do with them, but Park Bom does not have to be a presidential leader alone, but it's really hard to do it well.",-0.2238,0.122,0.807,0.071,neg
810,"At first glance, I didn't know it, but after looking at it,",0.0,0.0,1.0,0.0,neu
811,It's just so much laughter,0.539,0.0,0.535,0.465,pos
812,Is it lower than Lovelyz's true story?,0.1531,0.22,0.5,0.28,pos
813,Oh wow,0.5859,0.0,0.208,0.792,pos
814,It feels like a girl is quietly telling her not to come back and Park Bom feels like he's going to kill you when you go back again.,-0.1779,0.139,0.712,0.148,pos
815,"I thought I would be in third place, but I'm lower than Paap.",-0.4215,0.219,0.781,0.0,neg
816,I ant love you sister,0.6369,0.0,0.417,0.583,pos
817,when you !!!!,0.0,0.0,1.0,0.0,neu
818,She is great on stage,0.6249,0.0,0.494,0.506,pos
819,"This is low ranking.
This is a ranking operation, but I do not want to hide at all .. ^^",-0.0274,0.147,0.763,0.09,neg
820,Recently Park Bom shines like the old days,0.3612,0.0,0.737,0.263,pos
821,"The crazy children felt like snakes, but Park Bom was like a devil.",-0.5859,0.375,0.385,0.24,neg
822,"Amnet doesn't lose her expectations, but she's acting like a cancer girl.",-0.4975,0.321,0.422,0.257,neg
823,"The real stage, the song, the concept and the Park Bom are all really crazy, but it's a bit lip-syncing, so it was a real 1% disappointment.",-0.7428,0.215,0.785,0.0,neg
824,Spring Style ♡♡ Voice Charm,0.4019,0.0,0.597,0.403,pos
825,My sister's eye makeup is fatal,-0.5423,0.412,0.588,0.0,neg
826,Did you know 2NE1 was done by hand at last?,0.4939,0.0,0.738,0.262,pos
827,Applause to Park Bom's courage in the Queendom ... ㅠㅠ solo solo would not have been easy.,0.5565,0.107,0.625,0.268,pos
828,Nisong Mine Skill Cast,0.0,0.0,1.0,0.0,neu
829,"Solkae 2Ne1 Fandom is huge, but Park Bom is alone, so I'm sad because I'm playing with Fandom rather than my skills.",-0.639,0.244,0.622,0.133,neg
830,It's ridiculous. Park Bom is fifth ?! Is it true?,0.2387,0.179,0.573,0.247,pos
831,Oh my god it was so cool,0.6238,0.0,0.495,0.505,pos
832,It's Amnet. Park Bom Flower Walk,0.0,0.0,1.0,0.0,neu
833,This sister is so pretty and she's just a queen and she really loves you,0.8446,0.0,0.597,0.403,pos
834,Please give back to us ....,0.3182,0.0,0.685,0.315,pos
835,"It's coming out, and it doesn't kill the feel of the original song, but it melts the Park Bom style properly. Dog",0.4623,0.0,0.833,0.167,pos
836,It's Chitara-no. It's a foul. ㅠㅠ ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ,0.0,0.0,1.0,0.0,neu
837,"Force is different ....
..... so I saw the Queendom Six Sense stage right now ....",0.0,0.0,1.0,0.0,neu
838,Queendom seems to make almost legends,0.0,0.0,1.0,0.0,neu
839,Arrangement is so good .. Why is this 5 times?,0.5777,0.0,0.681,0.319,pos
840,"Serious legend on this day ...
I'm really pretty in spring, but I was pretty on this day !!",0.8136,0.048,0.632,0.319,pos
841,3rd and 4th stage indie.,0.0,0.0,1.0,0.0,neu
842,How does Pahab win this?,0.5859,0.0,0.513,0.487,pos
843,"Wow, it's like Park Bom song ㅋ ㅇㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.743,0.0,0.526,0.474,pos
844,The ending pose is so good at the end ...,0.5777,0.0,0.706,0.294,pos
845,"When added, this song is Park Bom song ;;; It's scary because it's an annual ring.",-0.4939,0.176,0.824,0.0,neg
846,"ㅠ ㅠㅠㅠ Park Bom would have been able to be a C.L. if he stayed at the pharmacy .. Cheetah was great, but I just want to see some of the members of the group.",0.4588,0.0,0.882,0.118,pos
847,ㅋㅋㅋ ㅋㅋㅋ,0.0,0.0,1.0,0.0,neu
848,"Yes, I'll admit it, but is that lower than Lovelyz",-0.1406,0.215,0.536,0.249,pos
849,The tone is unique,0.0,0.0,1.0,0.0,neu
850,Wow ... like an emperor.,0.743,0.0,0.323,0.677,pos
851,"More constricted than the Queen's Legend stage song
Park is cool! Park Bom Good Luck!",0.8309,0.0,0.577,0.423,pos
852,Park Bom in a karaoke room,0.0,0.0,1.0,0.0,neu
853,Park Bom is solo and I almost do all the parts and fill it up completely. No. 1 would have been enough ㅠ ㅠ ㅠ And I've been watching this many times ㅋㅋ,-0.3597,0.085,0.915,0.0,neg
854,"If you're lined up with your skills, the front row is just not right with the program.",0.0,0.0,1.0,0.0,neu
855,"Oh, I do 5 videos a day. Really .... I love you so much. I'm going to go crazy first, but I think I'm going crazy when I dance. I always go to Park Bom Eun-ni Oh ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ",-0.2642,0.128,0.799,0.073,neg
856,"I saw it in the Queendom Story video, but it's just a laugh. It's just pretty.",0.8807,0.0,0.566,0.434,pos
857,"First, let's change the program name to fandom instead of queendom.",0.0,0.0,1.0,0.0,neu
858,"Editing and cheetahs are great, but it's great to have a group song and sing it.",0.8481,0.0,0.613,0.387,pos
859,Park Bom Cute,0.4588,0.0,0.4,0.6,pos
860,The scene was a live live. Why do you let the sink go so strangely that it looks like a lip-sync?,-0.0941,0.128,0.76,0.112,neg
861,"Every time a cheetah comes up, it's so cool. I'm drooling.",0.4572,0.0,0.751,0.249,pos
862,It's ironic that the best vocals sung by this music are pushed by Paap ~,0.5719,0.085,0.678,0.237,pos
863,How the hell is this stage lower than Pahaab? Is it 5th place?,-0.7998,0.394,0.606,0.0,neg
864,Solo is really uncomfortable against group.,-0.4391,0.367,0.633,0.0,neg
865,"Mnet believes in the rankings because there are so many people talking about manipulation, but it's a little bad that such a stage is below Lovelyz.",-0.7105,0.212,0.788,0.0,neg
866,"Park Bom is so good ~~ See you in Queendom.
I keep listening to old songs ~~
Cool ~~~",0.722,0.0,0.726,0.274,pos
867,What is it?,0.0,0.0,1.0,0.0,neu
868,"Cheetah is a really scary and really favorite rapper, but if Ciel came out, I don't know why, but my school days are 2NE1",-0.0258,0.092,0.82,0.088,neg
869,"Park Bom is alone, but the stage looks full",-0.128,0.158,0.842,0.0,neg
870,"This is not 2ne1 complete, but Park Bom was alone so other groups couldn't afford it.",-0.3612,0.143,0.857,0.0,neg
871,"Wow, just admire Park Bom ㅠ. ㅠ",0.7845,0.0,0.367,0.633,pos
872,So Yeon is Master ...,0.0,0.0,1.0,0.0,neu
873,"It feels very different from the kids. Cheetah was good too, but Park Bom alone filled the stage. After all, the record remains. The appearance of other singers on stage looks lonesome, but I don't feel that way at all on stage. But please take a full shot. Park Bom dances.",-0.2144,0.103,0.809,0.088,neg
874,"It's cool to see it again ... this is the fifth place of the aca ... Honestly, the rank is meaningless stage.",0.34,0.107,0.699,0.195,pos
875,"I came out with the alucial tula tutu, but I feel like Lee Sun-hee's competition zone.",0.5023,0.0,0.8,0.2,pos
876,Wow spring is so cool !!!,0.8256,0.0,0.343,0.657,pos
877,I cheated on the cheetah here ...,-0.5106,0.398,0.602,0.0,neg
878,My number one sister is my sister ... ❤️,0.0772,0.0,0.86,0.14,pos
879,"This is fifth place ?? Nonsense!!
Are you afraid to dance to charisma? Park Bom ~!",-0.6269,0.215,0.785,0.0,neg
880,Really good,0.4927,0.0,0.238,0.762,pos
881,I don't feel any children singing,0.0,0.0,1.0,0.0,neu
882,It's already a year-end awards.,0.4588,0.0,0.5,0.5,pos
883,"The tone is the best. Park Bom's song is a song I believe and hear. Whatever song is, Park Bom is the best song",0.8555,0.0,0.704,0.296,pos
884,"Other kids' songs don't come to my ears ~~~~
Park Bom Songs are strong in my ears
Park Bom is the best !!!!!!",0.8647,0.0,0.708,0.292,pos
885,"Arrangement is really different, it's a completely different song.
Park Bom's vocals are heavy, but Chita Lab's bewitching and heavy seems to fit together.",0.5023,0.0,0.871,0.129,pos
886,Why is one of the girls silent?,0.0,0.0,1.0,0.0,neu
887,"Honestly, I'm a teammate in my heart, but I want to continue listening to Park Bom alone.
If the CL is here, the game ends ㅋ ㅋㅋㅋ Idols are watching cheetahs and they say cheetahs ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",-0.0129,0.063,0.851,0.086,pos
888,Park Bom is fifth place ;;;; How are the kids playing around?,0.2023,0.0,0.859,0.141,pos
889,I'm so thrilled to see it as it's shit,-0.1045,0.261,0.508,0.231,neg
890,"There may be a dislike, but one voice seems really unique. The other people's songs are like their own songs, but because they are so unique, they can be disliked.",-0.2732,0.155,0.751,0.094,neg
891,Park Bom ...,0.0,0.0,1.0,0.0,neu
892,Lovelyz Stage is ahead of Park Bom Stage? ㅋㅋㅋ It's shit. Don't be real.,-0.5574,0.217,0.783,0.0,neg
893,"The cover is good, but the original song is good, but when I listen to the original song, I hear it boringly and come back again.",0.8934,0.0,0.631,0.369,pos
894,I haven't died in the spring. A legend has come out. I have only heard a song called Han.,0.4449,0.0,0.827,0.173,pos
895,3:01 see you,0.0,0.0,1.0,0.0,neu
896,"Park Bom, you did a great job and you were so cool. 반응 This reaction is a fandom that has been working hard for 6 years and polished more than 6 years, even more than that ... ㅠ ㅠㅠㅠ",0.7712,0.035,0.785,0.18,pos
897,Wow. But Park Bom is really special. The children are also unique in tone.,0.7778,0.0,0.639,0.361,pos
898,"Oh, my tears come up so why are you so happy",0.5915,0.121,0.575,0.303,pos
899,"In the beginning, the rest is a group, but it's really a solo challenge.",0.2186,0.0,0.855,0.145,pos
900,The skills that I ripped off the stage,0.0,0.0,1.0,0.0,neu
901,"No Queendom goes up to the fans, not to the song",-0.296,0.18,0.82,0.0,neg
902,Even if you look at you! Part comfort pleasure,0.7574,0.0,0.519,0.481,pos
903,"The guy who's also doing vocal training at the Berkeley School now competes with the current idol, but the fifth place is really true.",0.6297,0.0,0.847,0.153,pos
904,Spring alone saves 2ne1 complete body,-0.25,0.286,0.714,0.0,neg
905,Really cute,0.5095,0.0,0.233,0.767,pos
906,I thought Park Bom was the best because he was so good.,0.8377,0.0,0.531,0.469,pos
907,Real voice poisoning,-0.5859,0.655,0.345,0.0,neg
908,Well done,0.2732,0.0,0.323,0.677,pos
909,It is one spring a day today!,0.0,0.0,1.0,0.0,neu
910,"Park Bom is the best for anyone!
Park Bom I love you!",0.8745,0.0,0.5,0.5,pos
911,It looks like an elegant swan,0.6808,0.0,0.417,0.583,pos
912,Oh my sister's chicken meat maker.,0.0,0.0,1.0,0.0,neu
913,"If you're cool, you're all sisters. I love you.",0.7579,0.0,0.48,0.52,pos
914,How many times are you coming again?,0.0,0.0,1.0,0.0,neu
915,Park Bom is the best.,0.6369,0.0,0.488,0.512,pos
916,Arrangement completely good ... just made your own songs and pronunciation pronunciation differently from the existing songs .... I want to come out from the real 짬.,0.5413,0.0,0.842,0.158,pos
917,"Even if I see you, I still miss you",-0.1531,0.211,0.789,0.0,neg
918,Cheetah intro creepy c,0.0,0.0,1.0,0.0,neu
919,The vocals are unique,0.0,0.0,1.0,0.0,neu
920,Park Bom sister sister I love you pretty everyone,0.8126,0.0,0.448,0.552,pos
921,I have never felt so good.,0.5777,0.0,0.517,0.483,pos
922,"I think this stage was second or third
The omar girl concept was amazing and this stage vocal tone was good",0.7717,0.0,0.729,0.271,pos
923,"Spring is the prettiest than anyone else, 2ne1 I hope you come back again",0.765,0.0,0.625,0.375,pos
924,How is this fifth?,0.0,0.0,1.0,0.0,neu
925,Park Bom alone stage 2ne1,-0.25,0.333,0.667,0.0,neg
926,"I think I've used all the strategies that Park Bom can use.
It's a great arrangement for the composer + Cheetah Chance + 2NE1.",0.7269,0.0,0.747,0.253,pos
927,"If Han was originally a girl's parting song
Park Bom feels like the queen kicks a man
++++
(What is this like? Thank you ㅋㅋㅋ ㅋㅋㅋ)",0.7579,0.0,0.737,0.263,pos
928,Night-time costumes Head sneakers Cheetahs are awesome,0.6249,0.0,0.594,0.406,pos
929,"Park Bom is doing really well ... The rankings are down and the difference between them is wrong ... Park Bom No. 1 always do it ~ ♥ ️
I love you ♥♥ ️",0.3167,0.148,0.669,0.184,pos
930,Is that stage fifth? Voting is so fan-centered;,0.0,0.0,1.0,0.0,neu
931,Park Bom Sings so well ... !!!,0.5599,0.0,0.624,0.376,pos
932,Get a text vote. How is this fifth?,0.0,0.0,1.0,0.0,neu
933,I thought it would be first place.,0.0,0.0,1.0,0.0,neu
934,"I'm looking at this a few times ...
Spring sister is my number one forever ....",0.0772,0.0,0.915,0.085,pos
935,YANG HYUN SUK was just too dirty to contain them.,-0.4404,0.244,0.756,0.0,neg
936,It's not a song that will get a low ranking.,-0.2732,0.231,0.769,0.0,neg
937,I love Park Bom ~~,0.6369,0.0,0.417,0.583,pos
938,How did she not get first place? There's a problem.,-0.4019,0.252,0.748,0.0,neg
939,I made it as a Park Bom song.,0.0,0.0,1.0,0.0,neu
940,It was chewed even if only CL came out here,0.0,0.0,1.0,0.0,neu
941,"It's a remake of everything, but Park Bom is like her song.",0.5023,0.0,0.755,0.245,pos
942,"And scarecrow, I'm creepy, but I'm sure all the hair is pulled out ... Just the level is different.",0.3716,0.066,0.796,0.138,pos
943,"Really honestly speaking personal thoughts
2NE1 is not a popular group, and it's not a big group with a single senior (but of course it's not very popular).",0.2408,0.081,0.803,0.115,pos
944,And arrangement made a different song according to their own color,0.0,0.0,1.0,0.0,neu
945,Park Bom is giggling here.,0.3612,0.0,0.615,0.385,pos
946,Pahab beats this? Singing Digestion From Heaven to Earth,0.5106,0.0,0.708,0.292,pos
947,I stole the song here too ...,0.0,0.0,1.0,0.0,neu
948,A real drug dealer. Learning American hip hop with your body ㅠㅠ,0.0,0.0,1.0,0.0,neu
949,"I wonder if Park Bom will get better if he cares about dance performances and gestures
The gestures are so large that they make the song awesome, but it looks subtle.
The dancers are cheering up, but um ... the camera keeps squeaking but I can't concentrate.",0.8735,0.0,0.789,0.211,pos
950,"It's amazing, it's creepy",0.5859,0.0,0.441,0.559,pos
951,"I'm tired, and since I came back, I felt that the manners weren't the same as before, but on this stage, I can see the charisma of 2NE1.",-0.2382,0.075,0.925,0.0,neg
952,Park Bom's voice is good but I don't feel anything exciting.,-0.3595,0.257,0.597,0.146,neg
953,YG borrowed 2NE1,0.0,0.0,1.0,0.0,neu
954,I couldn't imagine being a Chinese when the rainy season changed to Park Bom style.,-0.0772,0.098,0.902,0.0,neg
955,I like my voice.,0.3612,0.0,0.444,0.556,pos
956,"Park Bom's distinctive tone and rhythm No one can ever ㅠㅠ I seem to be a little bit broken, but I can't explain this unusual thing.",-0.3634,0.143,0.857,0.0,neg
957,"From the original song, I changed the arrangement altogether 2ne1, it feels good to be bluffed, and it fits so well with Park Bom's vocals, and the cheetahs choreographed on the stage are all excellent.",0.892,0.0,0.72,0.28,pos
958,ㄱ ㅎㅎㅇㄹ ㅎㄹㄹㄹ ㄹㄱ,0.0,0.0,1.0,0.0,neu
959,"Cheetah wrap
2:16",0.0,0.0,1.0,0.0,neu
960,Everybody come ~~ !! I'm not shocked but shocked ㅋ ㅋㅋㅋ ㅋ ㅋㅋㅋ,0.5435,0.0,0.666,0.334,pos
961,"I see fifty more times.
The more I hear, the less I fall
Park Bom Singer
To see and think again
I wish you always have a good day",0.6808,0.0,0.797,0.203,pos
962,first. VOICE'S VOICE GOOD VOICE ..,0.5622,0.0,0.579,0.421,pos
963,"As a senior, I'm the most professional and real high-quality cover stage ... My skills are the first place ... ㅠㅠ Why the rankings come out really ㅠ ㅠㅠㅠ I'm all upset ㅠㅠ",-0.3818,0.08,0.92,0.0,neg
964,"I was worried about the peculiarity, but the Parkbom tone was chewed and I wasn't doing it. I've seen the most respected Park Bom in the past.",0.6474,0.054,0.746,0.2,pos
965,"Park Bom was able to fill the stage alone. Some solo singers can fill the stage as well, but there are few people who fill the stage as much as idol groups.",0.0129,0.045,0.908,0.047,pos
966,"I've already applied Park Bom from the beginning and I thought the game was over when the cheetah came out, but I really want to kill Amnet.",-0.7939,0.218,0.722,0.059,neg
967,I hope you'll come and end 2NE1 at the end of Queendom ...,0.4404,0.0,0.791,0.209,pos
968,"sister, I like you",0.3612,0.0,0.444,0.556,pos
969,Look again,0.0,0.0,1.0,0.0,neu
970,"Personally
Ohm Girls
2. Park Bom
34. Eoe, Mommu
5. Children
6. Lovelyz
This is Park Bom, but I was really good.",0.6474,0.0,0.823,0.177,pos
971,"It's cool .....
.",0.3182,0.0,0.465,0.535,pos
972,"I did this but I think it should be 2NE1
Please call quickly spring sister",0.4497,0.0,0.803,0.197,pos
973,"Cheetah is good too, but I want to see CL or Minji.",0.34,0.0,0.726,0.274,pos
974,Park Bom doesn't lose even as a fandom.,0.3089,0.0,0.727,0.273,pos
975,I've heard all the other things but I can't think of the original song.,0.4497,0.0,0.803,0.197,pos
976,What do you say to the spring sister?,0.0,0.0,1.0,0.0,neu
977,Where is CL?,0.0,0.0,1.0,0.0,neu
978,"The real spring tone doesn't follow. Cheetahs are too good to be featured, but I screamed Ciel inside until I opened the door ... 2NE1",-0.25,0.114,0.811,0.075,neg
979,Cheetah,0.0,0.0,1.0,0.0,neu
980,Your song Cast my song,0.0,0.0,1.0,0.0,neu
981,"Park Bom has a unique real tone
When you listen to the song, it sounds like it's crushed
Amazingly good lyrics",0.4391,0.11,0.667,0.223,pos
982,"Wow, it's the fifth place in Cheetah and this is the fifth place.",0.5859,0.0,0.759,0.241,pos
983,When is it really time to post YouTube comments only ;;;,0.0,0.0,1.0,0.0,neu
984,"When I saw Jimin's cheetah
I was surprised
In the past, I struck Cheetah",-0.0258,0.155,0.698,0.147,neg
985,What would it have been like if CL came to me?,0.3612,0.0,0.8,0.2,pos
986,"Not only the real audience vote, but also the overseas + domestic character vote, ranking that stage, Park Bom 5th?",0.0,0.0,1.0,0.0,neu
987,Do you love me,0.6369,0.0,0.417,0.583,pos
988,I think I'll fall behind,0.0,0.0,1.0,0.0,neu
989,"When the ending looks like a hand 2ne1 hand shape ...
I'll be waiting for reunion. Because John Wins !!!!!",0.9296,0.0,0.521,0.479,pos
990,Wow so good,0.7902,0.0,0.125,0.875,pos
991,"At first I was disappointed but the more I look, the better I look sometimes",0.4932,0.126,0.614,0.261,pos
992,"Honestly, I thought of course I would be number one. Arrangement was good. But I'm not a singer these days.",0.7351,0.0,0.66,0.34,pos
993,"Honestly, after all the music shows, please
I want to talk to you ... I'm out of focus ... noisy.",0.5994,0.073,0.644,0.283,pos
994,"If you sing 2ne1 in karaoke, you can see that most of the music videos are concerts, so all the members are playing like crazy.",0.2263,0.084,0.767,0.15,pos
995,Wow cheetah.,0.5859,0.0,0.208,0.792,pos
996,Cheetah is a specialty singer who Park Bom is a competing partner for aoa Jimin and a teacher for children Soyeon.,0.0,0.0,1.0,0.0,neu
997,Celebration Stage: Park Bom,0.0,0.0,1.0,0.0,neu
998,"I think I've seen this 20 times, but I think it's a good thing if Park Bom's voice comes out once every 1000 years.",0.5927,0.0,0.839,0.161,pos
999,I didn't pay ...,0.0762,0.0,0.607,0.393,pos
1000,I think it's at least third place.,0.0,0.0,1.0,0.0,neu
1001,"The back dancer was really good. The costume song was all perfect. Park Bom ㅇ Good. In the middle, the back dancers danced so brilliantly that they only saw Park Bom.",0.9424,0.0,0.636,0.364,pos
1002,I covered it with Park Bom.,0.0,0.0,1.0,0.0,neu
1003,"No, it's a cheetah in the spring, but it's broken ♡",-0.6956,0.451,0.549,0.0,neg
1004,"Wow, it's been a while since I've been watching a doll.",0.5859,0.0,0.678,0.322,pos
1005,"I love you mom ♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡
♡♡♡♡♡♡",0.6369,0.0,0.488,0.512,pos
1006,"But if you loose your hair, Jinz scalp will hurt ...",-0.6908,0.388,0.612,0.0,neg
1007,"ㅡ 한 ㅡ
Children: Eagle
Park Bom: Phoenix",0.0,0.0,1.0,0.0,neu
1008,How to Make Lam Sweet Potato for Gargle,0.4588,0.0,0.7,0.3,pos
1009,Aesop,0.0,0.0,1.0,0.0,neu
1010,"No, what logic do you have to rank? Well, all the good guys are pushed back .... The cover song is arranged so much, and no matter how well you sing it ... I think I win by the number of fans rather than by skill;",0.7675,0.086,0.667,0.246,pos
1011,"Actually, the top two Park Bom 2nd and 3rd place No. 1 AOA Park Bom Children AOA These three teams are still looking for",-0.1027,0.088,0.84,0.072,neg
1012,I can't breathe as a solo but it sounds great because it's live.,0.7684,0.0,0.639,0.361,pos
1013,"I didn't know the original Han song, so this is the original song for me. The sound of the Park Bom is unique. If you listen to the Park Bom version first, you won't hear any other covers.",-0.4449,0.101,0.899,0.0,neg
1014,Spring sister,0.0,0.0,1.0,0.0,neu
1015,"It would have been hard to decide if I was Park Bom, but it looks like it was the right decision",0.4678,0.053,0.802,0.145,pos
1016,I'll be really crying when 2NE1 member comes out on the stage,-0.5256,0.236,0.764,0.0,neg
